ID,rank,finalWorth,personName,age,country,city,source,industries,countryOfCitizenship,organization,selfMade,gender,title,state,residenceStateRegion,birthYear,birthMonth,birthDay,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country
ID0567,567,4800,Michael Ashley,58,United Kingdom,Hertfordshire,Sports retailing,Fashion & Retail,United Kingdom,,True,M,,,,1964,9,12,119.62,1.7,2827113184696,60,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973
ID0568,567,4800,Tomasz Biernacki,50,Poland,"Krotoszyn,",Supermarkets,Fashion & Retail,Poland,,True,M,,,,1973,1,1,114.11,2.2,592164400688,67.8,100,77.6,17.4,40.8,37970874,51.919438,19.145136
ID0569,567,4800,Bernard Broermann,79,Germany,Koenigstein,Hospitals,Healthcare,Germany,,True,M,,,,1943,11,22,112.85,1.4,3845630030824,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
ID0570,567,4800,Jimmy Haslam,69,United States,Knoxville,"Gas stations, retail",Fashion & Retail,United States,Pilot Flying J,False,M,CEO,Tennessee,South,1954,3,9,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0571,567,4800,H. Fisk Johnson,64,United States,Racine,Cleaning products,Manufacturing,United States,,False,M,,Wisconsin,Midwest,1958,5,19,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0572,567,4800,S. Curtis Johnson,67,United States,Racine,Cleaning products,Manufacturing,United States,,False,M,,Wisconsin,Midwest,1955,5,5,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0573,567,4800,Helen Johnson-Leipold,66,United States,Racine,Cleaning products,Manufacturing,United States,,False,F,,Wisconsin,Midwest,1956,12,30,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0574,567,4800,Vinod Khosla,68,United States,Portola Valley,Venture capital,Technology,United States,Khosla Ventures,True,M,Investor,California,West,1955,1,28,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0575,567,4800,Thai Lee,64,United States,Austin,IT provider,Technology,United States,,True,F,,Texas,South,1958,11,27,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0576,567,4800,Winifred J. Marquart,63,United States,Virginia Beach,Cleaning products,Manufacturing,United States,,False,F,,Virginia,South,1959,4,6,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0577,567,4800,Pankaj Patel,70,India,Ahmedabad,Pharmaceuticals,Healthcare,India,,False,M,,,,1953,3,19,180.44,7.7,2611000000000,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
ID0578,567,4800,Horst Julius Pudwill,78,Hong Kong,Hong Kong,Manufacturing,Manufacturing,Germany,,True,M,,,,1944,10,23,,,,,,,,,,,
ID0579,567,4800,Yu Yong,62,China,Shanghai,Mining,Finance & Investments,China,,True,M,,,,1961,2,1,125.08,2.9,19910000000000,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
ID0580,580,4700,Maria Fernanda Amorim & family,88,Portugal,Grijo,"Energy, investments",Diversified,Portugal,,False,F,,,,1935,1,16,110.62,0.3,237686075635,63.9,106.2,81.3,22.8,39.8,10269417,39.399872,-8.224454
ID0581,580,4700,Gayle Benson,76,United States,New Orleans,New Orleans Saints,Sports,United States,,False,F,,Louisiana,South,1947,1,26,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0582,580,4700,Jason Chang,78,Taiwan,Taipei,Electronics,Technology,Singapore,,True,M,,,,1944,5,1,,,,,,,,,,,
ID0583,580,4700,Ali Erdemoglu,63,Turkey,Istanbul,Carpet,Manufacturing,Turkey,,True,M,,,,1959,11,20,234.44,15.2,754411708203,23.9,93.2,77.4,17.9,42.3,83429615,38.963745,35.243322
ID0584,580,4700,Andre Esteves,54,Brazil,Sao paulo,Banking,Finance & Investments,Brazil,,True,M,,,,1968,7,12,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
ID0585,580,4700,Carlo Fidani,68,Canada,Toronto,Real estate,Real Estate,Canada,Orlando Corporation,False,M,Chairman,,,1955,1,1,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
ID0586,580,4700,Hong Ra-hee,77,South Korea,Seoul,Samsung,Technology,South Korea,,False,F,,,,1945,7,15,115.16,0.4,2029000000000,94.3,98.1,82.6,15.6,33.2,51709098,35.907757,127.766922
ID0587,580,4700,Li Gaiteng,50,China,Shanghai,Hair dryers,Manufacturing,China,,True,M,,,,1972,4,8,125.08,2.9,19910000000000,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
ID0588,580,4700,Thomas Secunda,68,United States,Croton-on-Hudson,Bloomberg LP,Media & Entertainment,United States,,True,M,,New York,Northeast,1954,6,23,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0589,580,4700,Zuowen Song,76,China,Longkou,"Aluminum, diversified",Diversified,China,,True,M,,,,1947,3,19,125.08,2.9,19910000000000,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
ID0590,580,4700,Tim Sweeney,52,United States,Cary,Video games,Media & Entertainment,United States,,True,M,,North Carolina,South,1970,12,13,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0591,591,4600,Bert Beveridge,61,United States,Austin,Vodka,Food & Beverage,United States,,True,M,,Texas,South,1962,1,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0592,591,4600,Mark Cuban,64,United States,Dallas,"Online media, Dallas Mavericks",Media & Entertainment,United States,Dallas Mavericks,True,M,Owner,Texas,South,1958,7,31,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0593,591,4600,Charles Dolan & family,96,United States,Oyster Bay,Cable television,Media & Entertainment,United States,Cablevision Systems Corp.,True,M,Chairman and Founder,New York,Northeast,1926,10,16,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0594,591,4600,Jack Dorsey,46,United States,San Francisco,"Twitter, Square",Technology,United States,Twitter,True,M,Cofounder,California,West,1976,11,19,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0595,591,4600,Fan Hongwei,56,China,Wujiang,Petrochemicals,Energy,China,,True,F,,,,1967,1,1,125.08,2.9,19910000000000,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
ID0596,591,4600,Vladimir Kim,62,Kazakhstan,Almaty,Mining,Metals & Mining,Kazakhstan,,True,M,,,,1960,10,29,182.75,5.2,180161741180,61.7,104.4,73.2,11.7,28.4,18513930,48.019573,66.923684
ID0597,591,4600,"Andre Koo, Sr.",55,Taiwan,Taipei,Financial services,Finance & Investments,Taiwan,,False,M,,,,1967,5,25,,,,,,,,,,,
ID0598,591,4600,Ronald Lauder,79,United States,New York,Estee Lauder,Fashion & Retail,United States,,False,M,,New York,Northeast,1944,2,26,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0599,591,4600,Li Chunan,54,China,Fushun,Renewable energy,Manufacturing,China,,True,M,,,,1968,10,10,125.08,2.9,19910000000000,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
ID0600,591,4600,Forrest Li,45,Singapore,Singapore,Gaming,Media & Entertainment,Singapore,,True,M,,,,1978,1,1,114.41,0.6,372062527489,84.8,100.6,83.1,13.1,21,5703569,1.352083,103.819836
ID0601,591,4600,Richard Li,56,Hong Kong,Hong Kong,Telecom,Telecom,Hong Kong,,False,M,,,,1966,11,8,,,,,,,,,,,
ID0602,591,4600,Doug Meijer & family,69,United States,Grand Rapids,Supermarkets,Fashion & Retail,United States,,False,M,,Michigan,Midwest,1954,1,22,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0603,591,4600,Hank Meijer & family,71,United States,Grand Rapids,Supermarkets,Fashion & Retail,United States,,False,M,,Michigan,Midwest,1952,2,15,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0604,591,4600,Mark Meijer & family,65,United States,Grand Rapids,Supermarkets,Fashion & Retail,United States,,False,M,,Michigan,Midwest,1957,10,21,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0605,591,4600,Issad Rebrab & family,79,Algeria,Algiers,Food,Food & Beverage,Algeria,,True,M,,,,1944,1,1,151.36,2,169988236398,51.4,109.9,76.7,37.2,66.1,43053054,28.033886,1.659626
ID0606,591,4600,Fred Smith,78,United States,Memphis,FedEx,Logistics,United States,FedEx Corp.,True,M,Chairman and CEO,Tennessee,South,1944,8,11,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0607,591,4600,Barry Sternlicht,62,United States,Miami,Private equity,Finance & Investments,United States,,True,M,,Florida,South,1960,11,27,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0608,591,4600,Maximilian Viessmann,34,Germany,Battenberg,"Heating, cooling equipment",Manufacturing,Germany,,False,M,,,,1989,2,11,112.85,1.4,3845630030824,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
ID0609,591,4600,Russ Weiner,52,United States,Delray Beach,Energy drinks,Food & Beverage,United States,,True,M,,Florida,South,1970,5,5,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0610,591,4600,Xue Min,66,China,Wuhan,Healthcare,Healthcare,China,,True,M,,,,1957,1,1,125.08,2.9,19910000000000,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
ID0611,611,4500,Juan Domingo Beckmann Legorreta & family,55,Mexico,,Tequila,Food & Beverage,Mexico,,False,M,,,,1967,7,1,141.54,3.6,1258286717125,40.2,105.8,75,13.1,55.1,126014024,23.634501,-102.552784
ID0612,611,4500,Dietmar Hopp & family,82,Germany,Walldorf,Software,Technology,Germany,,True,M,,,,1940,4,26,112.85,1.4,3845630030824,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
ID0613,611,4500,Jiang Bin,56,China,Weifang,Acoustic components,Technology,China,,True,M,,,,1966,9,16,125.08,2.9,19910000000000,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
ID0614,611,4500,Joseph Liemandt,54,United States,Austin,Software,Technology,United States,,True,M,,Texas,South,1968,8,5,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0615,611,4500,Theo Mueller,83,Switzerland,Zurich,Dairy,Food & Beverage,Germany,,False,M,,,,1940,1,30,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
ID0616,611,4500,N.R. Narayana Murthy,76,India,Bangalore,Software services,Technology,India,,True,M,,,,1946,8,20,180.44,7.7,2611000000000,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
ID0617,611,4500,Odd Reitan & family,71,Norway,Trondheim,"Retail, real estate",Fashion & Retail,Norway,,False,M,,,,1951,9,11,120.27,2.2,403336363636,82,100.3,82.8,23.9,36.2,5347896,60.472024,8.468946
ID0618,611,4500,Marc Rowan,60,United States,New York,Private equity,Finance & Investments,United States,,True,M,,New York,Northeast,1962,8,19,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0619,611,4500,Hussain Sajwani,70,United Arab Emirates,Dubai,Real estate,Real Estate,United Arab Emirates,,True,M,,,,1953,3,1,114.52,-1.9,421142267938,36.8,108.4,77.8,0.1,15.9,9770529,23.424076,53.847818
ID0620,611,4500,David Velez & family,41,Brazil,Sao Paulo,Fintech,Finance & Investments,Colombia,,True,M,,,,1981,10,2,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528
ID0621,611,4500,Xu Jinfu,59,China,Guangzhou,Chemicals,Manufacturing,China,,True,M,,,,1964,1,1,125.08,2.9,19910000000000,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
ID0622,611,4500,Samuel Yin,72,Taiwan,Taipei,Retail,Diversified,Taiwan,,False,M,,,,1950,8,16,,,,,,,,,,,
ID0623,611,4500,You Xiaoping & family,65,China,Wenzhou,"Chemicals, spandex",Manufacturing,China,,True,M,,,,1958,1,21,125.08,2.9,19910000000000,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
ID0624,624,4400,Stéphane Bancel,50,United States,Boston,"Biotech, vaccines",Healthcare,France,,True,M,,Massachusetts,Northeast,1972,7,20,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0625,624,4400,Margot Birmingham Perot,89,United States,Dallas,"Computer services, real estate",Technology,United States,,False,F,,Texas,South,1933,11,15,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0626,624,4400,Neal Blue & family,88,United States,San Diego,Defense,Manufacturing,United States,,True,M,,California,West,1935,4,4,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0627,624,4400,Jim Davis,63,United States,Cockeysville,Staffing & recruiting,Service,United States,,True,M,,Maryland,South,1960,3,13,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0628,624,4400,Rafael Del Pino,64,Spain,Madrid,Construction,Construction & Engineering,Spain,,False,M,,,,1958,7,18,110.96,0.7,1394116310769,88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
ID0629,624,4400,Peter Grogg,81,Switzerland,Liestal,Biochemicals,Healthcare,Switzerland,,True,M,,,,1942,1,10,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
ID0630,624,4400,Christian Haub,58,Germany,Munich,Retail,Fashion & Retail,Germany,,False,M,,,,1964,7,22,112.85,1.4,3845630030824,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
ID0631,624,4400,Mangal Prabhat Lodha,67,India,Mumbai,Real estate,Real Estate,India,,True,M,,,,1955,12,1,180.44,7.7,2611000000000,28.1,113,69.4,11.2,49.7,1366417754,20.593684,78.96288
ID0632,624,4400,Jeffrey Lurie & family,71,United States,Wynnewood,Philadelphia Eagles,Sports,United States,,False,M,,Pennsylvania,Northeast,1951,9,8,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0633,624,4400,Joe Mansueto,66,United States,Chicago,Investment research,Finance & Investments,United States,Morningstar Inc.,True,M,"Entrepreneur, Investor",Illinois,Midwest,1956,9,3,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0634,624,4400,Qian Dongqi & family,65,China,Suzhou,Home-cleaning robots,Manufacturing,China,,True,M,,,,1958,1,1,125.08,2.9,19910000000000,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
ID0635,624,4400,Mikhail Shelkov,54,Russia,Moscow,Titanium,Metals & Mining,Russia,,True,M,,,,1968,5,30,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
ID0636,636,4300,Patrick Drahi,59,Switzerland,Zermatt,Telecom,Telecom,France,,True,M,,,,1963,8,20,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512
ID0637,636,4300,Behdad Eghbali,46,United States,Los Angeles,Private equity,Finance & Investments,United States,,True,M,,California,West,1976,5,6,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0638,636,4300,Juan Carlos Escotet,63,Spain,A Coruña,Banking,Finance & Investments,Venezuela,,True,M,,,,1959,7,23,110.96,0.7,1394116310769,88.9,102.7,83.3,14.2,47,47076781,40.463667,-3.74922
ID0639,636,4300,Jose E. Feliciano,49,United States,Los Angeles,Private equity,Finance & Investments,United States,,True,M,,California,West,1973,5,29,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0640,636,4300,Hu Kaijun,61,China,Beijing,Pharmaceuticals,Healthcare,China,,True,M,,,,1962,1,1,125.08,2.9,19910000000000,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
ID0641,636,4300,Johnelle Hunt,91,United States,Fayetteville,Trucking,Logistics,United States,,True,F,,Arkansas,South,1932,1,4,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0642,636,4300,Marian Ilitch,90,United States,Bingham Farms,Little Caesars Pizza,Food & Beverage,United States,,True,F,,Michigan,Midwest,1933,1,7,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0643,636,4300,Daryl Katz,61,Canada,Edmonton,Pharmacies,Diversified,Canada,Katz Group,True,M,Founder and Chairman,,,1961,9,1,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771
ID0644,636,4300,Andrei Kozitsyn,62,Russia,Verkhniaya Pyshma,Metals,Metals & Mining,Russia,,True,M,,,,1960,6,9,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
ID0645,636,4300,Timur Kulibaev,56,Kazakhstan,Almaty,Banking,Finance & Investments,Kazakhstan,,True,M,,,,1966,9,10,182.75,5.2,180161741180,61.7,104.4,73.2,11.7,28.4,18513930,48.019573,66.923684
ID0646,636,4300,Dinara Kulibaeva,55,Kazakhstan,Almaty,Banking,Finance & Investments,Kazakhstan,,False,F,,,,1967,8,19,182.75,5.2,180161741180,61.7,104.4,73.2,11.7,28.4,18513930,48.019573,66.923684
ID0647,636,4300,Ian Livingstone,60,,,Real estate,Real Estate,United Kingdom,,True,M,,,,1962,5,22,,,,,,,,,,,
ID0648,636,4300,Richard Livingstone,58,,,Real estate,Real Estate,United Kingdom,,True,M,,,,1964,11,29,,,,,,,,,,,
ID0649,636,4300,Gwendolyn Sontheim Meyer,61,United States,Rancho Santa Fe,Cargill,Food & Beverage,United States,,False,F,,California,West,1961,10,27,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0650,636,4300,Jay Paul,75,United States,San Francisco,Real estate,Real Estate,United States,,True,M,,California,West,1947,7,8,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0651,636,4300,Pham Nhat Vuong,54,Vietnam,Hanoi,Diversified,Diversified,Vietnam,,True,M,,,,1968,8,5,163.52,2.8,261921244843,28.5,110.6,75.3,19.1,37.6,96462106,14.058324,108.277199
ID0652,636,4300,Jon Stryker,64,United States,New York,Medical equipment,Healthcare,United States,,False,M,,New York,Northeast,1958,5,3,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0653,636,4300,Daniel Tsai,66,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,,False,M,,,,1956,4,25,,,,,,,,,,,
ID0654,636,4300,Richard Tsai,65,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,,False,M,,,,1957,6,2,,,,,,,,,,,
ID0655,636,4300,Frank Wang,42,China,Shenzhen,Drones,Technology,China,DJI Technology Co.,True,M,Founder and CEO,,,1980,10,30,125.08,2.9,19910000000000,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
ID0656,636,4300,Wang Junshi & family,74,China,Ningbo,Solar inverters,Manufacturing,China,,True,M,,,,1949,1,1,125.08,2.9,19910000000000,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
ID0657,636,4300,Wang Wenjing,58,China,Beijing,Business software,Technology,China,,True,M,,,,1964,12,5,125.08,2.9,19910000000000,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
ID0658,636,4300,Herbert Wertheim,83,United States,Coral Gables,Investments,Finance & Investments,United States,,True,M,,Florida,South,1939,5,23,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0659,659,4200,Shari Arison,65,Israel,Tel Aviv,Carnival Cruises,Service,Israel,,False,F,"Investor, Philanthropist",,,1957,9,9,108.15,0.8,395098666122,63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612
ID0660,659,4200,Pyotr Aven,68,Latvia,,"Oil, banking, telecom",Finance & Investments,Russia,,True,M,,,,1955,3,16,116.86,2.8,34117202555,88.1,99.4,74.7,22.9,38.1,1912789,56.879635,24.603189
ID0661,659,4200,Chan Laiwa & family,82,China,Beijing,Real estate,Real Estate,China,,True,F,Philanthropist,,,1941,1,1,125.08,2.9,19910000000000,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
ID0662,659,4200,Chen Hua,57,China,Shenzhen,Real estate,Real Estate,China,,True,M,,,,1966,1,1,125.08,2.9,19910000000000,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
ID0663,659,4200,Thomas Hagen,87,United States,Erie,Insurance,Finance & Investments,United States,,False,M,,Pennsylvania,Northeast,1936,1,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0664,659,4200,"Rupert Johnson, Jr.",82,United States,Burlingame,Franklin Templeton,Finance & Investments,United States,Franklin Resources Inc.,False,M,Vice Chairman and Director,California,West,1940,8,10,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0665,659,4200,Dewi Kam,72,Indonesia,Jakarta,Coal,Energy,Indonesia,,True,F,,,,1950,7,23,151.18,3,1119190780753,36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327
ID0666,659,4200,Min Kao & family,74,United States,Leawood,Navigation equipment,Technology,United States,,True,M,,Kansas,Midwest,1949,1,10,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0667,659,4200,Marc Ladreit de Lacharriere,82,France,Paris,Finance,Finance & Investments,France,,True,M,,,,1940,11,6,110.05,1.1,2715518274227,65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749
ID0668,659,4200,Eric Lefkofsky,53,United States,Glencoe,"Groupon, investments",Technology,United States,Groupon,True,M,Chairman,Illinois,Midwest,1969,9,2,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0669,659,4200,Lin Bin,55,China,Shenzhen,Smartphones,Technology,United States,,True,M,,,,1968,2,1,125.08,2.9,19910000000000,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
ID0670,659,4200,Lin Li,59,China,Shenzhen,Investments,Finance & Investments,China,,True,M,,,,1963,5,1,125.08,2.9,19910000000000,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
ID0671,659,4200,Michael Moritz,68,United States,San Francisco,Venture capital,Technology,United States,Sequoia,True,M,Investor,California,West,1954,9,12,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0672,659,4200,Jean (Gigi) Pritzker,60,United States,Los Angeles,"Hotels, investments",Service,United States,,False,F,,California,West,1962,7,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0673,659,4200,E. Joe Shoen,73,United States,Phoenix,U-Haul,Automotive,United States,,False,M,,Arizona,West,1949,10,28,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0674,659,4200,Jeff Skoll,58,United States,Los Angeles,EBay,Technology,United States,,True,M,,California,West,1965,1,16,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0675,659,4200,Lynsi Snyder,40,United States,Glendora,In-N-Out Burger,Food & Beverage,United States,,False,F,,California,West,1982,5,5,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0676,659,4200,Djoko Susanto,73,Indonesia,Jakarta,Supermarkets,Fashion & Retail,Indonesia,,True,M,,,,1950,2,9,151.18,3,1119190780753,36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327
ID0677,659,4200,Tahir & family,71,Indonesia,Jakarta,Diversified,Diversified,Indonesia,,True,M,,,,1952,3,26,151.18,3,1119190780753,36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327
ID0678,659,4200,Peter Thiel,55,United States,Los Angeles,"Facebook, investments",Finance & Investments,United States,Founders Fund,True,M,Investor,California,West,1967,10,11,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0679,679,4100,Andrej Babis,68,Czech Republic,Prague,Agriculture,Food & Beverage,Czech Republic,,True,M,,,,1954,9,2,116.48,2.8,246489245495,64.1,100.7,79,14.9,46.1,10669709,49.817492,15.472962
ID0680,679,4100,Danielle Bellon & family,83,France,Paris,Food services,Service,France,,False,F,,,,1940,2,8,110.05,1.1,2715518274227,65.6,102.5,82.5,24.2,60.7,67059887,46.227638,2.213749
ID0681,679,4100,Hubert Burda,83,Germany,Munich,Publishing,Media & Entertainment,Germany,,False,M,,,,1940,2,9,112.85,1.4,3845630030824,70.2,104,80.9,11.5,48.8,83132799,51.165691,10.451526
ID0682,679,4100,Nick Caporella,87,United States,Plantation,Beverages,Food & Beverage,United States,,True,M,,Florida,South,1936,1,15,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0683,679,4100,John Catsimatidis,74,United States,New York,"Oil, real estate",Energy,United States,,True,M,,New York,Northeast,1948,9,7,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0684,679,4100,Scott Cook,70,United States,Woodside,Software,Technology,United States,,True,M,,California,West,1952,7,26,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0685,679,4100,Luca Garavoglia,54,Italy,Milan,Spirits,Food & Beverage,Italy,,False,M,,,,1969,2,27,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738
ID0686,679,4100,Antti Herlin,66,Finland,Kirkkonummi,"Elevators, escalators",Manufacturing,Finland,,False,M,,,,1956,11,14,112.33,1,268761201365,88.2,100.2,81.7,20.8,36.6,5520314,61.92411,25.748151
ID0687,679,4100,Hong Jie,55,China,Putian,Paint,Manufacturing,China,,True,M,,,,1967,10,1,125.08,2.9,19910000000000,50.6,100.2,77,9.4,59.2,1397715000,35.86166,104.195397
ID0688,679,4100,"Jeremy Jacobs, Sr. & family",83,United States,East Aurora,Food service,Service,United States,,False,M,,New York,Northeast,1940,1,21,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891
ID0689,679,4100,Igor Kesaev,56,Russia,Moscow,"Tobacco distribution, retail",Fashion & Retail,Russia,,True,M,,,,1966,10,30,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756
