BattleId;winpick1;winpick2;winpick3;winpick4;winpick5
286871548966535157;Atlas;Brody;Gloo;Yi Sun-shin;Yve
653297757566327445;Aamon;Brody;Franco;Guinevere;Valir
652767887451018396;Badang;Clint;Johnson;Martis;Selena
652255781320445709;Hanzo;Johnson;Joy;Nana;Wanwan
253760069828263736;Badang;Gloo;Moskov;Pharsa;Yin
253362746698676797;Akai;Badang;Beatrix;Lancelot;Xavier
252961914580809167;Atlas;Balmond;Karina;Layla;Lylia
252475960506102030;Akai;Badang;Brody;Eudora;Kaja
251879076016073719;Badang;Hayabusa;Melissa;Minotaur;Xavier
251324552788486077;Badang;Cecilion;Franco;Freya;Karrie
631822581783765834;Angela;Arlott;Freya;Moskov;Vale
577237017785037399;Badang;Belerick;Claude;Hanzo;Vexana
695905778763231249;Arlott;Claude;Gloo;Kaja;Pharsa
695797330839006053;Fredrinn;Lolita;Melissa;Valentina;Yu Zhong
634345217938749572;Badang;Bane;Change;Edith;Moskov
633871895362860083;Fredrinn;Julian;Khufra;Melissa;Vexana
633159841324789196;Balmond;Gloo;Harith;Ling;Lunox
625222496948614722;Beatrix;Gloo;Harith;Khufra;Pharsa
624013871676678329;Chou;Gloo;Leomord;Moskov;Yve
592779997621720744;Cecilion;Claude;Harith;Leomord;Minsitthar
592483735072608576;Arlott;Atlas;Clint;Joy;Kadita
592156407025044508;Atlas;Irithel;Minsitthar;Xavier;Yin
591867729388177424;Beatrix;Guinevere;Harith;Khufra;Vale
591484455096615734;Badang;Franco;Harith;Popol and Kupa;Vale
590968732603579732;Harith;Lolita;Melissa;Paquito;Pharsa
590515639323654307;Claude;Edith;Franco;Harith;Pharsa
590012574099239889;Aldous;Brody;Franco;Harith;Pharsa
589532035978293139;Beatrix;Estes;Harith;Pharsa;Thamuz
588581744399280138;Esmeralda;Estes;Fredrinn;Irithel;Pharsa
587712743666278869;Atlas;Beatrix;Harith;Pharsa;Yu Zhong
249323424445420908;Edith;Franco;Kimmy;Pharsa;Yi Sun-shin
673585692718183819;Claude;Edith;Lylia;Martis;Yi Sun-shin
244528746294455535;Belerick;Brody;Harith;Jawhead;Yi Sun-shin
672170664202904947;Alucard;Lylia;Minsitthar;Moskov;Yi Sun-shin
708629194174596124;Claude;Estes;Lapu-Lapu;Martis;Valentina
706506037221354990;Gloo;Kadita;Melissa;Xavier;Yi Sun-shin
706060326990211385;Beatrix;Grock;Harith;Lapu-Lapu;Yi Sun-shin
705628919000163487;Franco;Wanwan;Xavier;Yi Sun-shin;Yu Zhong
704929822878424313;Benedetta;Franco;Melissa;Xavier;Yi Sun-shin
284872087070264980;Alice;Beatrix;Fredrinn;Jawhead;Yi Sun-shin
284492476385806932;Brody;Diggie;Edith;Valentina;Yi Sun-shin
284089771662198134;Bane;Franco;Kagura;Lesley;Yi Sun-shin
283571652577410661;Aamon;Argus;Clint;Faramis;Franco
283321122840066700;Belerick;Julian;Melissa;Xavier;Yi Sun-shin
282038473808124347;Beatrix;Chou;Fanny;Joy;Pharsa
281172698595561939;Claude;Fredrinn;Julian;Kaja;Valentina
280431924111182394;Arlott;Beatrix;Hayabusa;Kaja;Valentina
279693791031689991;Arlott;Claude;Franco;Fredrinn;Valentina
268531987073147657;Aldous;Johnson;Kadita;Lancelot;Melissa
644870533515721918;Atlas;Claude;Fredrinn;Gloo;Valentina
643106216785094478;Faramis;Fredrinn;Kaja;Lapu-Lapu;Melissa
642273491345874239;Chou;Fredrinn;Grock;Kadita;Melissa
641831122599286771;Claude;Franco;Ling;Martis;Valentina
641378514650665651;Baxia;Claude;Franco;Lapu-Lapu;Pharsa
641000716442406519;Fanny;Franco;Melissa;Yu Zhong;Yve
632047590825881779;Claude;Gloo;Kaja;Ling;Valentina
631921731104238630;Claude;Fanny;Gloo;Kaja;Valentina
631792203480524782;Baxia;Claude;Kaja;Lapu-Lapu;Pharsa
631547845611184388;Chou;Hayabusa;Lapu-Lapu;Melissa;Valentina
631364231464311946;Arlott;Chou;Claude;Lapu-Lapu;Valentina
631139888142571447;Chou;Claude;Fredrinn;Lapu-Lapu;Pharsa
630894692754608919;Atlas;Claude;Lapu-Lapu;Ling;Valentina
223551709410045505;Baxia;Diggie;Lapu-Lapu;Melissa;Pharsa
222823699568470569;Arlott;Claude;Diggie;Lapu-Lapu;Pharsa
222003601333102024;Barats;Claude;Gloo;Kaja;Pharsa
221379963491787409;Gloo;Kadita;Lesley;Martis;Pharsa
220546039756693096;Diggie;Fredrinn;Grock;Melissa;Pharsa
219332677135833212;Baxia;Claude;Kadita;Lapu-Lapu;Pharsa
695138238042654418;Chou;Claude;Joy;Leomord;Yve
694997251446194303;Atlas;Claude;Lapu-Lapu;Pharsa;Valentina
694818065410603463;Gloo;Grock;Lancelot;Melissa;Valentina
694566221413265934;Brody;Kaja;Lapu-Lapu;Martis;Valentina
694435491198709407;Diggie;Faramis;Fredrinn;Lapu-Lapu;Melissa
262864429833693170;Claude;Franco;Gloo;Hayabusa;Valentina
262547852089271085;Chou;Joy;Melissa;Yu Zhong;Yve
262250601697681209;Claude;Gloo;Helcurt;Kadita;Yve
261548537753540446;Baxia;Claude;Kadita;Valentina;Yu Zhong
261049411014136497;Claude;Fredrinn;Grock;Valentina;Yu Zhong
260179813280680884;Claude;Joy;Khufra;Lapu-Lapu;Yve
259725826647558260;Arlott;Chou;Melissa;Valentina;Yu Zhong
258929973502575415;Diggie;Fredrinn;Gloo;Melissa;Pharsa
258280703296438082;Claude;Diggie;Gloo;Hayabusa;Pharsa
257457057418082958;Claude;Joy;Kaja;Lapu-Lapu;Valentina
239370894300019460;Badang;Bruno;Hanzo;Khufra;Pharsa
677814504634054008;Bruno;Diggie;Leomord;Pharsa;Silvanna
638383569530646874;Alucard;Badang;Clint;Johnson;Valentina
637853209789066079;Beatrix;Esmeralda;Karina;Khufra;Valentina
637520633291466586;Floryn;Hanzo;Harley;Lesley;Terizla
637149681261077220;Brody;Estes;Kadita;Minsitthar;Yi Sun-shin
636714656908565899;Alice;Bruno;Hanzo;Lolita;Yve
636404560269793696;Akai;Clint;Edith;Kadita;Yi Sun-shin
636073693169177947;Bruno;Franco;Kadita;Lapu-Lapu;Lesley
635518182099111412;Grock;Khufra;Lesley;Valentina;Yi Sun-shin
635155008254494925;Aldous;Granger;Johnson;Lesley;Yve
634769865652159237;Claude;Freya;Hanzo;Harley;Minsitthar
634456960104775175;Bruno;Diggie;Lapu-Lapu;Lesley;Pharsa
634196547647682974;Bruno;Martis;Minotaur;Natalia;Pharsa
633977096293692830;Bruno;Chou;Diggie;Joy;Lesley
633677608224141201;Gloo;Ling;Natan;Terizla;Xavier
630850703699563088;Fredrinn;Grock;Melissa;Saber;Yve
629873130488284133;Fredrinn;Lesley;Lolita;Martis;Xavier
226089893348065065;Julian;Melissa;Minsitthar;Terizla;Valentina
706684523178592692;Chou;Lancelot;Melissa;Minsitthar;Valentina
706143331529491120;Beatrix;Estes;Hayabusa;Minsitthar;Valentina
705623490162818082;Claude;Hayabusa;Khufra;Lapu-Lapu;Valentina
705255802307573641;Beatrix;Estes;Fredrinn;Joy;Pharsa
704891400102310652;Arlott;Fredrinn;Johnson;Kadita;Moskov
704415930042772774;Claude;Fredrinn;Joy;Kadita;Lapu-Lapu
703757429951915365;Claude;Faramis;Gloo;Hayabusa;Kadita
703337412215136400;Esmeralda;Fredrinn;Kadita;Melissa;Xavier
702998955907308729;Arlott;Claude;Franco;Lancelot;Yve
702671511895628034;Arlott;Claude;Kaja;Ling;Valentina
695878295267503849;Aldous;Beatrix;Johnson;Lapu-Lapu;Lunox
695758207981906325;Fanny;Grock;Karina;Melissa;Valentina
695641024094200764;Arlott;Brody;Kaja;Martis;Valentina
695565737612468145;Arlott;Brody;Gusion;Julian;Yin
695491413203409763;Faramis;Grock;Hayabusa;Lapu-Lapu;Natan
695435784786991081;Fredrinn;Lapu-Lapu;Melissa;Tigreal;Valentina
695347093712327256;Fredrinn;Gloo;Melissa;Minotaur;Pharsa
695289622754938605;Chou;Faramis;Fredrinn;Karrie;Lapu-Lapu
695171047297828981;Edith;Faramis;Khufra;Ling;Melissa
695047412369244830;Chou;Faramis;Fredrinn;Ling;Melissa
629740325802658298;Franco;Granger;Julian;Moskov;Vale
629425891246917057;Balmond;Beatrix;Chou;Lancelot;Valentina
629041818091438144;Estes;Martis;Moskov;Pharsa;Terizla
247592251976593909;Beatrix;Joy;Kaja;Pharsa;X.Borg
246933180655087110;Lancelot;Lolita;Moskov;Nana;X.Borg
246259025408436794;Aamon;Faramis;Hanabi;Luo Yi;Terizla
245115623509861391;Fanny;Lapu-Lapu;Lolita;Lylia;Moskov
615440618737639120;Beatrix;Hayabusa;Hilda;Kadita;Khufra
614599986263628288;Edith;Joy;Lolita;Moskov;Xavier
241961837614339129;Grock;Martis;Melissa;Selena;Valentina
224460558847670451;Aldous;Chou;Fanny;Moskov;Pharsa
682844499746190341;Akai;Alice;Ling;Moskov;Xavier
673440058966205053;Aamon;Arlott;Kagura;Lolita;Moskov
672665556103650663;Chou;Karina;Lolita;Moskov;Xavier
671993896232999218;Akai;Esmeralda;Kadita;Moskov;Nana
670983878838768427;Alpha;Floryn;Gusion;Moskov;Pharsa
669990096420916607;Alucard;Balmond;Lolita;Moskov;Pharsa
282569387598334033;Aamon;Gloo;Kadita;Lesley;Xavier
281719258951631844;Edith;Julian;Khufra;Martis;Moskov
280988049359421434;Brody;Dyrroth;Faramis;Franco;Ling
708685960756613851;Arlott;Beatrix;Eudora;Khufra;Lancelot
708049025696549919;Badang;Franco;Hayabusa;Kadita;Kimmy
707449035945166470;Akai;Aldous;Beatrix;Julian;Xavier
248668553601104029;Baxia;Beatrix;Cecilion;Lancelot;Yu Zhong
247527230466699662;Akai;Beatrix;Belerick;Franco;Vexana
246747053952347379;Brody;Estes;Martis;Nana;Terizla
245529044176873023;Beatrix;Belerick;Lapu-Lapu;Pharsa;Yi Sun-shin
244264343811923904;Akai;Beatrix;Chou;Hanzo;Kadita
241270128836350116;Aamon;Khufra;Melissa;Minsitthar;Pharsa
696647133066166960;Badang;Change;Claude;Edith;Ling
607018454158138859;Beatrix;Chou;Edith;Gusion;Vexana
603535768257018530;Beatrix;Diggie;Hanzo;Silvanna;Vexana
603064455725823463;Atlas;Beatrix;Cecilion;Joy;Lapu-Lapu
637868134798335143;Beatrix;Franco;Fredrinn;Martis;Xavier
637568401915648094;Barats;Beatrix;Franco;Sun;Xavier
637188842770797198;Badang;Hanabi;Johnson;Pharsa;Yi Sun-shin
636906495915724255;Bruno;Cecilion;Edith;Franco;Julian
718541351627650749;Angela;Beatrix;Lapu-Lapu;Lylia;Martis
718285685109420601;Beatrix;Esmeralda;Estes;Faramis;Martis
716851419435620699;Beatrix;Belerick;Franco;Harley;Kagura
672685952905347248;Beatrix;Harith;Joy;Khufra;Yve
672604464490838951;Aurora;Kaja;Karrie;Lapu-Lapu;Martis
672491910577878371;Karina;Minsitthar;Moskov;Tigreal;Vale
672369005793734521;Aurora;Brody;Kaja;Lapu-Lapu;Martis
671977446510256411;Aurora;Julian;Kaja;Lapu-Lapu;Melissa
671780221612022658;Aurora;Clint;Kaja;Lancelot;Paquito
671565971463427666;Arlott;Aurora;Brody;Esmeralda;Kaja
671340421255877005;Franco;Freya;Martis;Valir;Wanwan
671025540023536566;Arlott;Claude;Estes;Lapu-Lapu;Pharsa
606375781023620447;Aamon;Akai;Aurora;Beatrix;Yu Zhong
606171619753203349;Aamon;Akai;Aurora;Lapu-Lapu;Melissa
605968231576899789;Arlott;Atlas;Aulus;Eudora;Melissa
605657318894340447;Aurora;Estes;Martis;Melissa;Paquito
605345057592050462;Akai;Gord;Irithel;Nana;Zilong
720482165746301730;Aurora;Estes;Fredrinn;Lapu-Lapu;Lesley
720097933677032712;Aurora;Brody;Estes;Fredrinn;Lapu-Lapu
719553838630038945;Khufra;Lancelot;Lesley;Pharsa;Thamuz
584580114781746343;Kadita;Kaja;Martis;Minsitthar;Wanwan
584387004462182326;Gloo;Hayabusa;Kaja;Karrie;Pharsa
584186730137168682;Fredrinn;Grock;Kaja;Karrie;Valentina
583849493600052370;Diggie;Fredrinn;Lesley;Pharsa;Yu Zhong
583559729336459170;Diggie;Edith;Martis;Melissa;Valentina
583169909514738121;Arlott;Beatrix;Kadita;Khufra;Martis
582901147641222701;Claude;Hayabusa;Kaja;Lapu-Lapu;Pharsa
582578114560954928;Akai;Chou;Edith;Melissa;Valentina
581979662407863207;Claude;Faramis;Hanzo;Khufra;Lapu-Lapu
581373698356970934;Claude;Kadita;Lapu-Lapu;Martis;Valentina
580852362341679346;Chou;Faramis;Karrie;Lapu-Lapu;Martis
580207524541791086;Arlott;Chou;Claude;Lancelot;Valentina
579626054689388216;Grock;Lancelot;Lapu-Lapu;Melissa;Pharsa
579001583624417756;Beatrix;Fredrinn;Kaja;Lapu-Lapu;Valentina
225017951115360094;Diggie;Edith;Faramis;Lancelot;Melissa
224372898567107376;Karina;Khufra;Lapu-Lapu;Moskov;Valentina
223392572281793880;Lapu-Lapu;Ling;Lolita;Melissa;Valentina
220686871734329115;Edith;Kaja;Ling;Melissa;Valentina
249905113342300664;Gusion;Hanzo;Johnson;Joy;Moskov
249042842823052182;Gusion;Johnson;Julian;Martis;Moskov
229207206381316684;Aldous;Brody;Gusion;Hanzo;Mathilda
229054056437474876;Gusion;Hanzo;Johnson;Khaleed;Melissa
228829219194495227;Kadita;Kagura;Ling;Masha;Wanwan
228489285417917026;Faramis;Lapu-Lapu;Ling;Melissa;Natalia
579422112462304540;Franco;Kimmy;Lancelot;Pharsa;Ruby
578643001099841317;Fanny;Hilda;Lesley;Thamuz;Valentina
687491370894648609;Fanny;Freya;Hanabi;Minotaur;Valentina
627705035292225008;Aamon;Freya;Kaja;Moskov;Valentina
627116809456265472;Faramis;Harith;Lapu-Lapu;Minotaur;Moskov
626493257514296325;Beatrix;Franco;Harith;Minotaur;Valentina
654036719574749278;Claude;Khufra;Martis;Minsitthar;Valentina
653685000407911368;Gloo;Khufra;Lancelot;Lesley;Valentina
653194944639436048;Beatrix;Faramis;Gloo;Khufra;Martis
652897771557257417;Beatrix;Gloo;Khufra;Martis;Valentina
601297665095882255;Faramis;Franco;Lancelot;Wanwan;Yu Zhong
600701755563430229;Beatrix;Ling;Saber;Valentina;Yu Zhong
600172813161057621;Beatrix;Fanny;Khufra;Lunox;Masha
599568373823555815;Fanny;Gloo;Lunox;Natalia;Wanwan
599011977990227172;Faramis;Hanabi;Khufra;Lancelot;Minsitthar
598192219057274639;Clint;Kaja;Lapu-Lapu;Valentina;Yin
224907926937968166;Atlas;Claude;Lapu-Lapu;Ling;Valentina
224186054604658974;Claude;Kaja;Lancelot;Lapu-Lapu;Valentina
223604331349185898;Alucard;Argus;Brody;Khufra;Valentina
265970623196628039;Faramis;Hayabusa;Joy;Khufra;Wanwan
265734627628613687;Aamon;Claude;Kagura;Kaja;Sun
265505336504548287;Aamon;Arlott;Claude;Kaja;Pharsa
265292361961240293;Aamon;Claude;Kaja;Lapu-Lapu;Pharsa
680128706027590359;Grock;Karrie;Lapu-Lapu;Ling;Valentina
679811453973303016;Aamon;Atlas;Kadita;Miya;Zilong
282648969049513645;Gloo;Julian;Kaja;Luo Yi;Wanwan
702503342451152662;Cecilion;Floryn;Gloo;Julian;Wanwan
702123087521600179;Julian;Kadita;Thamuz;Wanwan;Xavier
701570763317267520;Grock;Khufra;Lancelot;Pharsa;Wanwan
701150165759903556;Arlott;Hayabusa;Kaja;Pharsa;Wanwan
700599864485167293;Julian;Khufra;Lapu-Lapu;Valentina;Wanwan
700199010892463061;Alice;Julian;Selena;Wanwan;Yve
699717257295771055;Angela;Brody;Guinevere;Harley;Julian
699374566150189387;Claude;Gloo;Julian;Kaja;Pharsa
250250437302834250;Brody;Franco;Gloo;Julian;Kagura
249243331896429860;Belerick;Julian;Paquito;Selena;Wanwan
248452465208477388;Aldous;Franco;Julian;Karrie;Valentina
247841480340816234;Angela;Brody;Julian;Minsitthar;Pharsa
247102359418845759;Beatrix;Belerick;Diggie;Julian;Yve
246565484211877166;Beatrix;Gloo;Julian;Kagura;Lolita
246087475826667735;Beatrix;Julian;Selena;Terizla;Valentina
643482889711922130;Aldous;Gloo;Moskov;Yi Sun-shin;Yve
683234774836460447;Faramis;Lancelot;Lapu-Lapu;Moskov;Selena
682909276444964654;Arlott;Franco;Karina;Moskov;Valentina
682537916392682057;Gloo;Hanzo;Julian;Khufra;Moskov
681868842092341640;Alice;Hanzo;Lylia;Minsitthar;Wanwan
681373615183241979;Hanzo;Lesley;Minsitthar;Pharsa;Terizla
228134637083382968;Aldous;Gusion;Johnson;Sun;Wanwan
227681264630582957;Aldous;Gusion;Hanzo;Johnson;Wanwan
227249440028707268;Aldous;Hanzo;Johnson;Julian;Wanwan
226430535794246142;Arlott;Claude;Franco;Hayabusa;Valentina
225531624908995312;Gloo;Hanzo;Melissa;Natalia;Vexana
224536669965071417;Claude;Gloo;Hanzo;Natalia;Valentina
223629126195556020;Brody;Hanzo;Joy;Natalia;Valentina
222240498844247814;Gloo;Hanzo;Moskov;Natalia;Yve
221129669977645391;Brody;Edith;Faramis;Hanzo;Natalia
220277217753636115;Brody;Edith;Hanzo;Lunox;Natalia
276019906071275061;Freya;Helcurt;Kadita;Valentina;Wanwan
703162001455083195;Granger;Julian;Khufra;Melissa;Pharsa
702927637974641015;Alice;Atlas;Claude;Martis;Valentina
702702890925974455;Beatrix;Fanny;Kaja;Minsitthar;Xavier
645191393341870661;Edith;Fanny;Grock;Harley;Wanwan
644725788822211826;Gloo;Hayabusa;Karrie;Khufra;Xavier
644150499427747597;Claude;Grock;Hanzo;Harley;Kaja
643199005257891465;Barats;Brody;Hanzo;Pharsa;Zhask
642558247676934493;Brody;Gord;Khufra;Ling;Minsitthar
641812465260688298;Akai;Barats;Edith;Melissa;Yve
640960322274323850;Aldous;Claude;Fredrinn;Kadita;Valentina
640070615503988586;Barats;Brody;Faramis;Grock;Hayabusa
694134186357285556;Barats;Kadita;Martis;Wanwan;Xavier
693339265220205919;Aamon;Badang;Brody;Faramis;Franco
637810865705834633;Change;Edith;Lancelot;Minotaur;Wanwan
636896248125182591;Barats;Faramis;Kaja;Lesley;Martis
237031232339692989;Akai;Alucard;Barats;Brody;Cyclops
236306851745483127;Akai;Freya;Harith;Kadita;Karrie
634788445680026330;Barats;Beatrix;Faramis;Hayabusa;Lylia
687824591636638989;Gloo;Grock;Lesley;Pharsa;Yi Sun-shin
231201333926404042;Dyrroth;Hayabusa;Khufra;Kimmy;Wanwan
234385055744147303;Chou;Grock;Hayabusa;Kagura;Lesley
618775437506131345;Brody;Gusion;Jawhead;Saber;Yi Sun-shin
604182624692955688;Hanabi;Hanzo;Hylos;Julian;Lapu-Lapu
654017241897585612;Brody;Edith;Franco;Hayabusa;Pharsa
583947122501007729;Karrie;Lapu-Lapu;Ling;Saber;Valentina
237986768073773796;Dyrroth;Guinevere;Khufra;Lunox;Melissa
701266241545108916;Chou;Gloo;Lancelot;Valentina;Wanwan
700882254288976252;Akai;Edith;Melissa;Saber;Xavier
694431247770106602;Hilda;Joy;Lesley;Saber;Yve
586800153311228615;Atlas;Beatrix;Luo Yi;Martis;Saber
233618859347847996;Hanabi;Jawhead;Khufra;Lunox;Saber
650549064395563405;Beatrix;Kaja;Saber;Terizla;Vale
230311652925544866;Brody;Fanny;Guinevere;Kaja;Xavier
577981576135208383;Brody;Edith;Saber;Valentina;Xavier
645278804515896446;Brody;Paquito;Terizla;Tigreal;Vexana
218033526837229410;Fanny;Irithel;Lesley;Minotaur;Nana
710361663722893202;Edith;Fredrinn;Irithel;Kadita;Xavier
642968550197307973;Diggie;Eudora;Freya;Lesley;Martis
707983961237887673;Khufra;Martis;Pharsa;Popol and Kupa;Saber
640713421783962725;Franco;Lapu-Lapu;Miya;Saber;Zhask
617825287659597103;Edith;Fanny;Kaja;Kimmy;Luo Yi
243044749193517476;Atlas;Brody;Gloo;Martis;Valentina
241662078961849007;Franco;Gloo;Granger;Luo Yi;Wanwan
611692194619984021;Atlas;Martis;Popol and Kupa;Xavier;Yi Sun-shin
608642140774592402;Freya;Lancelot;Luo Yi;Melissa;Selena
608211999799896631;Bane;Luo Yi;Martis;Melissa;Terizla
680623847035323480;Aldous;Lancelot;Lesley;Lunox;Martis
594763855900655106;Edith;Lancelot;Moskov;Natalia;Xavier
594466283386517418;Angela;Joy;Karrie;Minsitthar;Pharsa
594189627363111450;Beatrix;Franco;Freya;Kagura;Martis
593552430310041274;Alucard;Cecilion;Claude;Edith;Ruby
592855335643060273;Edith;Harley;Martis;Popol and Kupa;Ruby
592124353684114341;Edith;Hilda;Irithel;Luo Yi;Martis
591710761218409987;Faramis;Fredrinn;Hayabusa;Luo Yi;Natan
663243536022543764;Chou;Fanny;Khufra;Lesley;Luo Yi
662701627113903804;Aldous;Beatrix;Lolita;Martis;Xavier
636209117780902091;Aulus;Beatrix;Chou;Eudora;Gatotkaca
261245716789367927;Akai;Diggie;Gloo;Melissa;Yve
260705298234380233;Claude;Gloo;Kadita;Lancelot;Yve
578145072656313202;Claude;Hanzo;Joy;Khufra;Pharsa
577640302329882558;Grock;Lapu-Lapu;Ling;Melissa;Pharsa
577051827385820021;Gloo;Karrie;Khufra;Lancelot;Pharsa
648417944573992552;Claude;Gloo;Kagura;Khufra;Lancelot
647889513272728163;Kagura;Khufra;Lancelot;Lapu-Lapu;Wanwan
647014972031914833;Gloo;Khufra;Lancelot;Pharsa;Wanwan
248331634893538757;Claude;Edith;Helcurt;Kaja;Pharsa
247904418791571966;Akai;Diggie;Gloo;Melissa;Valentina
683195106518514449;Claude;Edith;Esmeralda;Julian;Pharsa
682852789035087469;Gloo;Grock;Kadita;Lancelot;Melissa
682221832569499172;Grock;Lancelot;Minsitthar;Valentina;Wanwan
681646611894511257;Diggie;Kadita;Lancelot;Lapu-Lapu;Melissa
681232697306259739;Aldous;Grock;Ling;Melissa;Valentina
680934897158855984;Fredrinn;Kaja;Melissa;Minsitthar;Pharsa
680566208576231526;Fredrinn;Grock;Lapu-Lapu;Melissa;Pharsa
677754435221451948;Alice;Claude;Khufra;Ling;Pharsa
677376770157178793;Aldous;Chou;Faramis;Layla;Valentina
657009884915611043;Arlott;Cyclops;Kagura;Khufra;Lesley
264934655609798870;Hylos;Julian;Khufra;Moskov;Odette
264462454020373196;Estes;Lesley;Martis;Odette;Phoveus
263960612861637978;Franco;Joy;Lapu-Lapu;Odette;Wanwan
262195518741931728;Claude;Kadita;Ling;Pharsa;Yin
261416738091950506;Chou;Esmeralda;Minsitthar;Odette;Wanwan
260109173953386978;Badang;Ling;Melissa;Minsitthar;Odette
228425084246608333;Esmeralda;Julian;Kaja;Miya;Pharsa
228170250952033294;Brody;Diggie;Freya;Leomord;Yve
227881298437258887;Argus;Brody;Kaja;Martis;Odette
227495288251529299;Estes;Joy;Lylia;Martis;Melissa
695082257438651132;Beatrix;Franco;Lapu-Lapu;Ling;Odette
257728512235753851;Belerick;Fanny;Kimmy;Odette;Zilong
256873229628296005;Clint;Edith;Gusion;Ling;Terizla
256242363357021984;Brody;Fanny;Ruby;Terizla;Xavier
664545155928113199;Beatrix;Cyclops;Diggie;Masha;Valentina
710907450987641813;Aamon;Badang;Claude;Kagura;Minsitthar
283382639657473342;Badang;Edith;Popol and Kupa;Valentina;Yi Sun-shin
645383283891144771;Badang;Cecilion;Gloo;Kaja;Moskov
644617925013963403;Jawhead;Layla;Leomord;Minsitthar;Valentina
643755706034322506;Chou;Claude;Kagura;Khufra;Lancelot
642975052778600139;Beatrix;Kaja;Khaleed;Martis;Valentina
641799928251575948;Badang;Brody;Kadita;Martis;Selena
286971003229071639;Atlas;Beatrix;Cyclops;Lapu-Lapu;Yin
638779939177256609;Badang;Cecilion;Hanzo;Kaja;Moskov
638094419447140272;Akai;Claude;Kagura;Kaja;Thamuz
637416050837571401;Arlott;Brody;Kaja;Lancelot;Lylia
621535078548073917;Beatrix;Change;Khufra;Nana;Yi Sun-shin
621142557191923459;Khufra;Layla;Martis;Saber;Vale
620750267764007231;Chou;Hanabi;Kaja;Martis;Yve
620278289512880929;Claude;Hayabusa;Kaja;Lapu-Lapu;Yve
619861785059350091;Aamon;Aldous;Atlas;Beatrix;Valentina
618672130657962595;Clint;Julian;Martis;Nana;Selena
618445240420616282;Brody;Eudora;Fanny;Khufra;Lapu-Lapu
617919149876528092;Aldous;Hanabi;Joy;Khufra;Lylia
613579244337702141;Atlas;Brody;Lunox;Minsitthar;Yu Zhong
267628270119492015;Hanzo;Johnson;Joy;Natan;Valentina
242402552800481676;Badang;Hanzo;Khufra;Natan;Xavier
241832958532652343;Badang;Hanzo;Lolita;Lylia;Natan
241156810421176365;Badang;Fanny;Lylia;Minsitthar;Natan
240401579076878995;Badang;Franco;Hanzo;Natan;Zhask
677122851690638382;Badang;Hanzo;Johnson;Kadita;Natan
676758436600473320;Badang;Hanzo;Johnson;Natan;Xavier
676300687575998509;Badang;Hanzo;Khufra;Luo Yi;Natan
234714535570822661;Badang;Faramis;Hanzo;Kaja;Natan
234210048712233338;Atlas;Badang;Hanzo;Natan;Pharsa
232883895955211375;Aldous;Grock;Ling;Moskov;Natan
231990796160711167;Aldous;Brody;Julian;Khufra;Natan
231660375736694148;Aldous;Hayabusa;Kaja;Natan;Yve
231327034734915681;Aldous;Franco;Martis;Natan;Pharsa
633449670014773842;Beatrix;Hayabusa;Lapu-Lapu;Lolita;Valentina
287687042996962617;Argus;Martis;Minotaur;Natan;Pharsa
618630417935818018;Hanzo;Lolita;Moskov;Natan;Paquito
708022508570516329;Faramis;Grock;Khufra;Martis;Wanwan
707495696471921905;Kaja;Lancelot;Melissa;Minsitthar;Pharsa
707151343173996613;Arlott;Hayabusa;Khufra;Melissa;Yve
257612105737468780;Atlas;Ling;Melissa;Terizla;Yve
259364881890969092;Aldous;Clint;Franco;Gloo;Gord
258414994038882317;Fanny;Moskov;Natalia;Pharsa;X.Borg
689341707230278377;Freya;Julian;Tigreal;Wanwan;Xavier
255087455241399865;Kagura;Minotaur;Natan;Thamuz;X.Borg
254101231965989204;Hayabusa;Kagura;Khufra;Melissa;X.Borg
252776900275102391;Angela;Granger;Lunox;Wanwan;X.Borg
251831376109788608;Chou;Khufra;Melissa;Valentina;Yi Sun-shin
684282351719696746;Argus;Grock;Kagura;Karrie;Yi Sun-shin
682607675251503922;Gusion;Moskov;Selena;Terizla;Valentina
245703097728511322;Akai;Bane;Brody;Lancelot;Xavier
245168653473032346;Diggie;Moskov;Terizla;Valentina;Yi Sun-shin
244249517586784415;Brody;Kimmy;Minsitthar;Valir;X.Borg
242281172729729179;Arlott;Lesley;Selena;Valentina;X.Borg
241108114081974225;Lancelot;Lapu-Lapu;Layla;Minsitthar;Valentina
654260586153331650;Cecilion;Hanabi;Lancelot;Selena;Yu Zhong
270332600570431192;Faramis;Kaja;Lancelot;Martis;Moskov
269896455231455772;Clint;Diggie;Edith;Gusion;Kadita
269459794496404700;Aamon;Hanabi;Kaja;Valentina;Yu Zhong
245805317948188601;Arlott;Clint;Faramis;Kadita;Zilong
702072007473504969;Aamon;Freya;Hanabi;Johnson;Pharsa
701281922469600859;Estes;Gloo;Hayabusa;Kimmy;Xavier
612960464102756481;Diggie;Gloo;Hanabi;Saber;Yve
240367348185566102;Diggie;Edith;Hanabi;Kagura;Ling
674512606789298620;Franco;Martis;Masha;Pharsa;Wanwan
673888217328706929;Beatrix;Edith;Kagura;Roger;Tigreal
673053516204531697;Gloo;Hanabi;Jawhead;Valir;Yin
669516786729929435;Cecilion;Fanny;Grock;Hanabi;Martis
668350454000960607;Badang;Hanabi;Minsitthar;Paquito;Valentina
664462370431740508;Cecilion;Hanabi;Martis;Phoveus;Ruby
