BattleId;losepick1;losepick2;losepick3;losepick4;losepick5
221844429844471365;Argus;Claude;Kagura;Khufra;Yi Sun-shin
679276472846211209;Akai;Grock;Kimmy;Pharsa;Wanwan
678726261765788517;Diggie;Gloo;Lesley;Martis;Xavier
616376436278097348;Beatrix;Chou;Claude;Helcurt;Joy
616285065143841328;Kaja;Lapu-Lapu;Ling;Melissa;Valentina
616192177886129864;Atlas;Hayabusa;Melissa;Terizla;Valentina
616043460348537312;Clint;Joy;Khufra;Ling;Pharsa
615906987762705870;Chou;Claude;Lapu-Lapu;Ling;Pharsa
615719525325136076;Beatrix;Edith;Gusion;Kadita;Xavier
615481201884846910;Chou;Freya;Karrie;Kimmy;Valentina
615225715755243026;Karina;Lapu-Lapu;Lolita;Melissa;Yve
614995505508176364;Beatrix;Faramis;Hayabusa;Hylos;Kaja
279668162960994537;Argus;Kimmy;Lesley;Minotaur;Yve
278542937364015631;Benedetta;Faramis;Hilda;Kadita;Kimmy
277405531239785385;Arlott;Brody;Kadita;Kimmy;Lunox
608943162148690242;Kimmy;Melissa;Minsitthar;Nana;Yu Zhong
694160600406599263;Balmond;Lylia;Moskov;Sun;Valir
693782359816708613;Bruno;Chou;Franco;Kagura;Moskov
693175682801245122;Kaja;Martis;Moskov;Valentina;Yve
692738927576913836;Aamon;Edith;Hanabi;Minotaur;Vexana
692059193167745472;Brody;Edith;Fanny;Grock;Lylia
691428906717056138;Chou;Claude;Grock;Hanzo;Xavier
690772249167169387;Benedetta;Minsitthar;Moskov;Terizla;Vexana
689842075214971005;Johnson;Moskov;Terizla;Vale;Yi Sun-shin
689333954814049489;Brody;Fredrinn;Gusion;Khufra;Thamuz
643012041036953357;Aamon;Brody;Edith;Franco;Harley
642269071824286172;Hayabusa;Lolita;Lylia;Moskov;Terizla
641616747896401217;Aamon;Lolita;Moskov;X.Borg;Xavier
619452289992446443;Claude;Edith;Johnson;Martis;Xavier
618977794890485050;Estes;Lesley;Terizla;Vale;Yi Sun-shin
618316619035002682;Brody;Martis;Minsitthar;Selena;Valir
617771523260629669;Akai;Brody;Chou;Cyclops;Khufra
254380108487146578;Aulus;Cyclops;Franco;Hanabi;Minsitthar
253323980324026069;Brody;Edith;Lolita;Pharsa;Popol and Kupa
240264805843002557;Claude;Khufra;Melissa;Pharsa;Yi Sun-shin
239486209876614749;Edith;Jawhead;Kaja;Moskov;Vexana
270321137304335064;Aamon;Claude;Khufra;Lancelot;Pharsa
269637687748455998;Aamon;Lapu-Lapu;Lolita;Pharsa;Wanwan
268723349340678153;Brody;Grock;Hayabusa;Lunox;Terizla
246808648079972213;Bane;Khufra;Melissa;Paquito;Valentina
245506744708304908;Karrie;Ling;Lolita;Minsitthar;Pharsa
244648485688511082;Alice;Joy;Khufra;Melissa;Xavier
607858090201379952;Diggie;Esmeralda;Lancelot;Lunox;Moskov
607293267642215886;Hayabusa;Kagura;Khufra;Minsitthar;Wanwan
239366290094742886;Beatrix;Fredrinn;Kaja;Lapu-Lapu;Pharsa
591699233527829156;Beatrix;Edith;Joy;Lolita;Lylia
591321658657869050;Harith;Khufra;Minsitthar;Pharsa;Valentina
590896585744582495;Claude;Estes;Hayabusa;Lancelot;Xavier
590377135219933520;Arlott;Carmilla;Kadita;Leomord;Wanwan
589685220283513388;Aamon;Lolita;Pharsa;Terizla;Wanwan
589187407804102042;Brody;Kaja;Lunox;Martis;Yu Zhong
588552018932265002;Edith;Granger;Khufra;Pharsa;Phoveus
587345429474829986;Benedetta;Claude;Khufra;Martis;Valentina
586726279874339344;Arlott;Beatrix;Chou;Harith;Julian
628352209554322368;Esmeralda;Kaja;Lesley;Ling;Pharsa
223626222797663919;Kaja;Lapu-Lapu;Martis;Pharsa;Wanwan
222691393100917103;Khufra;Lapu-Lapu;Ling;Moskov;Valentina
221779983860835487;Fanny;Faramis;Khufra;Lesley;Ruby
220656755423649525;Beatrix;Khufra;Lancelot;Terizla;Xavier
648874417993024450;Faramis;Franco;Karrie;Lancelot;Martis
720547586688154695;Akai;Beatrix;Khufra;Lancelot;Lylia
720214353060558536;Brody;Khufra;Ling;Minsitthar;Yve
719859099135635875;Chou;Hanabi;Joy;Khufra;Valentina
719361557239163720;Franco;Hanzo;Lapu-Lapu;Moskov;Yve
603093158994109917;Chou;Franco;Lesley;Ling;Yve
602442819341115326;Brody;Hanzo;Kaja;Lapu-Lapu;Lylia
601952359845714808;Aamon;Akai;Chou;Moskov;Pharsa
601386562328975046;Floryn;Hayabusa;Lapu-Lapu;Moskov;Pharsa
240561055507372093;Gloo;Kaja;Lesley;Ling;Xavier
239940394078393411;Akai;Fredrinn;Khufra;Lesley;Valentina
239306328056483880;Beatrix;Fanny;Fredrinn;Khufra;Valentina
238671858307648496;Clint;Hayabusa;Jawhead;Khufra;Pharsa
237765272315839948;Atlas;Brody;Fanny;Joy;Karina
694827312474926876;Fredrinn;Khufra;Lancelot;Moskov;Valentina
619491219574185395;Claude;Grock;Harley;Lancelot;Lapu-Lapu
618765748058281704;Benedetta;Brody;Franco;Harley;Martis
669439438663721780;Belerick;Chou;Lancelot;Melissa;Pharsa
668214415206652989;Claude;Jawhead;Kaja;Nana;Valentina
667272795166611080;Angela;Brody;Jawhead;Lapu-Lapu;Valentina
629756857131384537;Brody;Cyclops;Dyrroth;Edith;Selena
629213311840205361;Aldous;Atlas;Aulus;Cecilion;Moskov
628575393232630805;Aldous;Estes;Martis;Popol and Kupa;Valentina
628115771602415501;Beatrix;Faramis;Minotaur;Saber;Yin
642043624693697677;Edith;Freya;Gatotkaca;Lylia;Melissa
604939277669393074;Edith;Estes;Hanabi;Joy;Vale
604564228240203422;Claude;Hayabusa;Hilda;Minsitthar;Xavier
625298693963413379;Chou;Granger;Khufra;Melissa;Xavier
707029855727010560;Atlas;Lancelot;Lesley;Nana;Zilong
706236717001358578;Hanabi;Julian;Lapu-Lapu;Nana;Selena
705481283793598410;Aamon;Beatrix;Martis;Tigreal;Vexana
704696262556136136;Aamon;Bane;Melissa;Pharsa;Rafaela
703749793498016951;Aamon;Hanabi;Lapu-Lapu;Tigreal;Xavier
616537463190725953;Balmond;Brody;Floryn;Pharsa;Ruby
701393394050801401;Gusion;Khufra;Lunox;Melissa;Roger
286230108483804187;Balmond;Julian;Khufra;Wanwan;Xavier
669750514555210792;Beatrix;Edith;Fanny;Lapu-Lapu;Valentina
583626730824189720;Grock;Gusion;Lolita;Moskov;Valentina
633711010182714222;Argus;Kaja;Lesley;Martis;Xavier
632498721303674581;Hanzo;Khufra;Melissa;Nana;Yu Zhong
711901310713176336;Freya;Ling;Lolita;Moskov;Xavier
252663650575292547;Clint;Fanny;Franco;Gloo;Luo Yi
698418974581531726;Diggie;Faramis;Hanzo;Hilda;Moskov
588330991325748613;Aamon;Brody;Esmeralda;Faramis;Pharsa
266856138078884016;Argus;Julian;Lesley;Minsitthar;Valentina
266497452475091975;Aldous;Beatrix;Faramis;Hayabusa;Minsitthar
586590709232107619;Gloo;Ling;Minotaur;Wanwan;Yve
586335291821980253;Brody;Faramis;Franco;Gloo;Hayabusa
586154645497509203;Helcurt;Khufra;Lunox;Minsitthar;Wanwan
585992355863261190;Brody;Franco;Hanzo;Joy;Valentina
585893331097283671;Edith;Fanny;Franco;Melissa;Valentina
695624587254358752;Claude;Fanny;Khufra;Lapu-Lapu;Pharsa
585520618130299873;Chou;Jawhead;Khufra;Melissa;Pharsa
585457400506669210;Aldous;Angela;Hayabusa;Julian;Wanwan
585348381351793294;Aamon;Badang;Franco;Lunox;Miya
263980709013799443;Brody;Franco;Khaleed;Ling;Yve
263821795223846118;Fanny;Faramis;Khufra;Lapu-Lapu;Wanwan
263644997190072294;Atlas;Esmeralda;Lancelot;Melissa;Yve
263435445735699151;Claude;Kagura;Lancelot;Minotaur;Minsitthar
263215143978184238;Aldous;Brody;Faramis;Khufra;Yi Sun-shin
681425141903874474;Hayabusa;Johnson;Phoveus;Selena;Xavier
595562243076346718;Freya;Hanabi;Hanzo;Kimmy;Saber
659200550162822340;Claude;Guinevere;Hanzo;Khufra;Pharsa
658731415180046545;Esmeralda;Granger;Melissa;Valir;Xavier
651872434012698648;Guinevere;Harley;Irithel;Khufra;Martis
651114423824560475;Brody;Granger;Kaja;Martis;Pharsa
650432584881416966;Fredrinn;Masha;Mathilda;Melissa;Yve
649846339025380673;Chou;Dyrroth;Martis;Moskov;Pharsa
649319385192865711;Balmond;Hilda;Martis;Melissa;Valentina
648810517467634140;Beatrix;Fanny;Guinevere;Khufra;Yve
636718762895215243;Estes;Julian;Kimmy;Ruby;Valentina
259929618548654890;Claude;Franco;Harley;Khaleed;Valir
231317220732499399;Alucard;Bruno;Luo Yi;Martis;Minsitthar
230783528096297279;Benedetta;Carmilla;Kagura;Minsitthar;Wanwan
230161161565301737;Chou;Clint;Guinevere;Gusion;Khufra
229400492792407367;Beatrix;Julian;Minotaur;Pharsa;Sun
223872547759893206;Angela;Barats;Guinevere;Melissa;Valentina
682912721006536332;Atlas;Chou;Gusion;Moskov;Valentina
603651040884072936;Badang;Beatrix;Franco;Julian;Karina
580510985455862879;Cyclops;Franco;Gusion;Lesley;Masha
697504331230805948;Claude;Faramis;Gusion;Masha;Sun
577750854787839307;Cecilion;Edith;Hayabusa;Miya;Selena
577378438173601703;Aamon;Dyrroth;Grock;Hanabi;Harley
694490874801728124;Atlas;Clint;Freya;Paquito;Pharsa
694051619906430229;Karrie;Martis;Masha;Pharsa;Uranus
647547578041145916;Franco;Jawhead;Melissa;Sun;Vale
646919679592273058;Clint;Hanzo;Hylos;Pharsa;X.Borg
691687820230561444;Change;Clint;Kaja;Martis;Masha
691023101027060058;Claude;Cyclops;Lancelot;Lolita;Minsitthar
690349705989620797;Franco;Freya;Kagura;Masha;Moskov
684786318886984085;Alucard;Gatotkaca;Hanabi;Pharsa;Selena
684254842453906427;Cyclops;Fredrinn;Gloo;Hanabi;Lolita
638020095038082780;Estes;Lesley;Martis;Minsitthar;Vexana
610665134797164705;Badang;Beatrix;Hayabusa;Johnson;Xavier
610143102997171303;Aamon;Aldous;Brody;Estes;Faramis
656011695861070818;Chou;Franco;Hayabusa;Moskov;Valentina
655573325729035782;Johnson;Martis;Moskov;Terizla;Vexana
655204156110074148;Cecilion;Gusion;Moskov;Sun;Valir
654751728550079379;Dyrroth;Lesley;Masha;Natalia;Vexana
279275495576796944;Franco;Lancelot;Lapu-Lapu;Melissa;Pharsa
278796486464207501;Franco;Lapu-Lapu;Martis;Valentina;Wanwan
278360744852158075;Gloo;Khufra;Lancelot;Lesley;Valentina
277884261180338708;Claude;Khufra;Ling;Minsitthar;Valentina
277378507306397061;Faramis;Kaja;Karrie;Lancelot;Terizla
276693855159674762;Claude;Hayabusa;Kaja;Terizla;Valentina
276143760043369188;Fredrinn;Khufra;Lunox;Minsitthar;Wanwan
274801913475848191;Claude;Gloo;Kaja;Ling;Lunox
273664223883775732;Arlott;Claude;Kadita;Lancelot;Pharsa
272974890222700948;Hayabusa;Lapu-Lapu;Melissa;Minotaur;Yve
272386849070335232;Edith;Grock;Lancelot;Melissa;Pharsa
587675952978531295;Fredrinn;Kadita;Lapu-Lapu;Natalia;Wanwan
587436787724652557;Claude;Fanny;Franco;Khaleed;Pharsa
587191888689433592;Khufra;Lancelot;Lesley;Pharsa;Saber
586922585650038561;Gloo;Hayabusa;Lesley;Minsitthar;Yve
586281840953981175;Claude;Kaja;Lapu-Lapu;Ling;Valentina
586080780649952002;Arlott;Beatrix;Khufra;Ling;Pharsa
679350638342179129;Beatrix;Lancelot;Minsitthar;Valentina;Yu Zhong
678851838020289273;Brody;Khufra;Lancelot;Valentina;Yu Zhong
678412815053225307;Arlott;Faramis;Karrie;Khufra;Lancelot
677997684989229032;Brody;Chou;Gloo;Helcurt;Valentina
677466199966216412;Franco;Julian;Lancelot;Terizla;Wanwan
632491518645601789;Aamon;Arlott;Faramis;Khufra;Moskov
632379806546231257;Arlott;Claude;Grock;Gusion;Martis
632283169782069998;Gusion;Kaja;Melissa;Phoveus;Valir
218376905178551259;Claude;Hanzo;Minsitthar;Valentina;Yu Zhong
217178669432507874;Hayabusa;Lapu-Lapu;Lolita;Melissa;Xavier
216269918777182461;Floryn;Fredrinn;Melissa;Minsitthar;Vexana
287262043098120845;Aamon;Arlott;Brody;Faramis;Khufra
286601073401069071;Beatrix;Faramis;Helcurt;Khaleed;Mathilda
281236796687306305;Arlott;Franco;Julian;Lesley;Pharsa
280801600536103558;Chou;Hayabusa;Kaja;Valentina;Wanwan
280019946553000979;Cecilion;Grock;Martis;Miya;Zilong
277574512433738095;Claude;Gloo;Helcurt;Khufra;Kimmy
276895722917375100;Brody;Kagura;Kaja;Ling;Minsitthar
275859068135974159;Brody;Julian;Kaja;Xavier;Xavier
266907445758015134;Aldous;Arlott;Martis;Melissa;Pharsa
672865018681612210;Aamon;Irithel;Khufra;Valentina;Zilong
626008974181650847;Hayabusa;Johnson;Kagura;Moskov;Uranus
625455434501573325;Edith;Faramis;Hanabi;Hanzo;Minsitthar
625110621642147378;Aamon;Akai;Kadita;Kimmy;Minsitthar
663296694834509411;Beatrix;Franco;Jawhead;Martis;Xavier
662767052352467597;Bane;Hilda;Kadita;Pharsa;Popol and Kupa
661797639579053042;Brody;Freya;Lolita;Martis;Zhask
249067938316624547;Atlas;Brody;Grock;Julian;Zhask
658366175457907584;Claude;Edith;Fanny;Natalia;Zhask
657578182103076033;Aamon;Gloo;Khufra;Moskov;Vexana
654563523083168081;Aamon;Claude;Fredrinn;Selena;Zhask
239615119025037160;Aamon;Brody;Cyclops;Minsitthar;Ruby
652328228828794847;Hanabi;Harley;Minotaur;Valentina;Yu Zhong
651735862644361605;Balmond;Gloo;Hilda;Moskov;Valentina
648776720371723094;Arlott;Franco;Gloo;Moskov;Zhask
720387959933413025;Bruno;Franco;Kaja;Vexana;Yi Sun-shin
230651775681339499;Cecilion;Claude;Lolita;Martis;Terizla
719284552770296576;Jawhead;Julian;Lolita;Melissa;Zhask
224371768990395007;Badang;Franco;Harley;Lesley;Nana
276766607610195737;Grock;Lancelot;Moskov;Nana;Zhask
620037767049336905;Atlas;Aulus;Bane;Beatrix;Kagura
619550004793397999;Akai;Badang;Lolita;Moskov;Pharsa
665876935092292572;Esmeralda;Kagura;Karrie;Lolita;X.Borg
665293609814017669;Arlott;Claude;Johnson;Kadita;Kagura
593211796455438466;Esmeralda;Harley;Kaja;Lesley;Selena
593069194951275251;Badang;Brody;Cecilion;Estes;Martis
713629266252409350;Atlas;Beatrix;Khaleed;Valentina;Yi Sun-shin
713462509852173524;Atlas;Faramis;Gloo;Lancelot;Wanwan
221464819160325954;Edith;Kaja;Lancelot;Melissa;Pharsa
221007254819444535;Atlas;Freya;Lancelot;Melissa;Pharsa
220486176502190050;Claude;Fanny;Kagura;Kaja;Yu Zhong
219991254535768606;Kaja;Lancelot;Melissa;Ruby;Xavier
219457531834795197;Brody;Cecilion;Diggie;Franco;Martis
218919539936329728;Beatrix;Edith;Faramis;Lancelot;Pharsa
218191908051876449;Cecilion;Franco;Julian;Melissa;Minsitthar
217356107416073403;Faramis;Karina;Melissa;Nana;Paquito
216340755672460959;Akai;Aldous;Beatrix;Khufra;Valentina
679593943944531002;Brody;Hayabusa;Kagura;Ruby;Selena
679183512574756649;Floryn;Martis;Melissa;Xavier;Yu Zhong
678624634250330135;Clint;Khufra;Lancelot;Martis;Valentina
678317106002000926;Chou;Franco;Gusion;Hayabusa;Melissa
238792890486224581;Hayabusa;Khufra;Martis;Moskov;Valentina
238020234459607315;Claude;Floryn;Julian;Lapu-Lapu;Valentina
237181607735323309;Aamon;Gloo;Grock;Vexana;Yi Sun-shin
636917336415264777;Clint;Granger;Joy;Natalia;Pharsa
636503808374069985;Edith;Floryn;Hayabusa;Karrie;Yve
672630981618924862;Bane;Hayabusa;Julian;Khufra;Melissa
672548367922985074;Brody;Change;Hayabusa;Julian;Kaja
672408914629849420;Franco;Hayabusa;Julian;Melissa;Yu Zhong
672309477547011306;Brody;Chou;Diggie;Hayabusa;Valentina
672113214721451393;Edith;Hanzo;Kaja;Lunox;Melissa
671899102011809479;Gloo;Kadita;Ling;Miya;Pharsa
671672598321518803;Chou;Hayabusa;Kadita;Khufra;Moskov
671472130722976837;Cecilion;Kadita;Terizla;Wanwan;Yin
671137466871270833;Hayabusa;Lapu-Lapu;Lolita;Valentina;Wanwan
670801823767021600;Claude;Gloo;Ling;Valentina;Zhask
579770391360106770;Franco;Granger;Hanabi;Terizla;Vale
579641147204234381;Atlas;Brody;Lancelot;Terizla;Vale
579528906823886878;Arlott;Carmilla;Lesley;Martis;Nana
696621513588005962;Belerick;Clint;Harley;Terizla;Vale
696517480890160996;Arlott;Lesley;Pharsa;Ruby;X.Borg
227907940119396095;Cecilion;Estes;Lapu-Lapu;Martis;Wanwan
227652673033124536;Arlott;Cecilion;Estes;Karrie;Yi Sun-shin
227367495794603643;Cyclops;Hanabi;Hylos;Sun;Yin
227034451145568805;Cecilion;Gloo;Jawhead;Joy;Miya
226707780228001362;Brody;Granger;Khufra;Lapu-Lapu;Nana
226099939276400662;Edith;Franco;Hanabi;Helcurt;Vexana
225394671286657511;Atlas;Lesley;Minsitthar;Odette;Yin
224659166727150680;Brody;Hayabusa;Hilda;Khufra;Vale
223725797319284265;Akai;Brody;Harley;Kagura;Leomord
222812841890975931;Estes;Hanabi;Hanzo;Lapu-Lapu;Lunox
221906844309530965;Cecilion;Diggie;Esmeralda;Roger;Wanwan
221716890790929570;Alucard;Bane;Gatotkaca;Karrie;Nana
221327255652801700;Akai;Atlas;Brody;Lapu-Lapu;Vale
617540282221209893;Johnson;Julian;Layla;Odette;Paquito
684044616689927823;Gloo;Kagura;Khufra;Lesley;Yi Sun-shin
683546164260388879;Franco;Fredrinn;Gloo;Julian;Lesley
218590858974401766;Benedetta;Chou;Claude;Fanny;Pharsa
217460127229349715;Benedetta;Franco;Karrie;Pharsa;Xavier
216592247482813129;Freya;Gord;Johnson;Julian;Wanwan
287469339694662625;Atlas;Brody;Kaja;Martis;Pharsa
286871548966535157;Beatrix;Kaja;Kimmy;Lapu-Lapu;Pharsa
653297757566327445;Badang;Fanny;Johnson;Moskov;Pharsa
652767887451018396;Claude;Hayabusa;Lapu-Lapu;Tigreal;Xavier
652255781320445709;Cyclops;Franco;Jawhead;Lesley;Martis
253760069828263736;Khufra;Martis;Melissa;Ruby;Xavier
253362746698676797;Edith;Gusion;Lesley;Martis;Valentina
252961914580809167;Badang;Beatrix;Cecilion;Khufra;Lancelot
252475960506102030;Cecilion;Edith;Lesley;Saber;Selena
251879076016073719;Faramis;Franco;Hanabi;Harley;Martis
251324552788486077;Alucard;Johnson;Julian;Lesley;Minsitthar
631822581783765834;Badang;Claude;Estes;Hayabusa;Pharsa
577237017785037399;Aamon;Cecilion;Johnson;Martis;Moskov
695905778763231249;Badang;Helcurt;Karrie;Khufra;Yve
695797330839006053;Claude;Faramis;Lapu-Lapu;Ling;Minsitthar
634345217938749572;Alice;Harith;Khufra;Lesley;Terizla
633871895362860083;Brody;Harley;Hayabusa;Moskov;Zilong
633159841324789196;Clint;Dyrroth;Estes;Julian;Martis
625222496948614722;Aamon;Franco;Hilda;Irithel;Valentina
624013871676678329;Esmeralda;Harith;Harley;Khufra;Wanwan
592779997621720744;Helcurt;Kimmy;Martis;Minotaur;Xavier
592483735072608576;Brody;Franco;Harith;Lapu-Lapu;Yve
592156407025044508;Argus;Estes;Granger;Lesley;Pharsa
591867729388177424;Atlas;Brody;Chou;Hayabusa;Valentina
591484455096615734;Hayabusa;Kadita;Lapu-Lapu;Moskov;Tigreal
590968732603579732;Arlott;Barats;Franco;Kagura;Kimmy
590515639323654307;Atlas;Badang;Clint;Gusion;Vale
590012574099239889;Atlas;Granger;Ling;Wanwan;Xavier
589532035978293139;Khufra;Lancelot;Layla;Vale;Zilong
588581744399280138;Alice;Floryn;Minsitthar;Moskov;Valir
587712743666278869;Akai;Diggie;Dyrroth;Melissa;Xavier
249323424445420908;Argus;Brody;Harley;Saber;Sun
673585692718183819;Fanny;Khufra;Lancelot;Lesley;Pharsa
244528746294455535;Faramis;Gloo;Lancelot;Melissa;Saber
672170664202904947;Badang;Fanny;Franco;Lesley;Xavier
708629194174596124;Brody;Khufra;Lancelot;Thamuz;Xavier
706506037221354990;Brody;Franco;Hayabusa;Jawhead;Lylia
706060326990211385;Edith;Hilda;Lesley;Ling;Yve
705628919000163487;Barats;Beatrix;Cyclops;Lancelot;Rafaela
704929822878424313;Beatrix;Estes;Lancelot;Martis;Pharsa
284872087070264980;Ling;Lolita;Moskov;Thamuz;Xavier
284492476385806932;Aamon;Estes;Irithel;Valir;Yin
284089771662198134;Chou;Hilda;Kadita;Saber;Wanwan
283571652577410661;Beatrix;Julian;Martis;Nana;Yi Sun-shin
283321122840066700;Lesley;Martis;Natalia;Roger;Valentina
282038473808124347;Franco;Hayabusa;Melissa;Terizla;Valentina
281172698595561939;Faramis;Lapu-Lapu;Melissa;Minotaur;Yi Sun-shin
280431924111182394;Fanny;Joy;Karrie;Khufra;Pharsa
279693791031689991;Joy;Khufra;Lancelot;Melissa;Yve
268531987073147657;Bruno;Faramis;Hayabusa;Khufra;Lapu-Lapu
644870533515721918;Benedetta;Kaja;Martis;Melissa;Pharsa
643106216785094478;Alice;Claude;Grock;Khufra;Pharsa
642273491345874239;Beatrix;Khufra;Lapu-Lapu;Martis;Pharsa
641831122599286771;Brody;Faramis;Fredrinn;Khufra;Terizla
641378514650665651;Brody;Edith;Fredrinn;Khufra;Valentina
641000716442406519;Atlas;Brody;Lapu-Lapu;Martis;Pharsa
632047590825881779;Grock;Hanzo;Moskov;Terizla;Vexana
631921731104238630;Chou;Hayabusa;Khufra;Lesley;Valir
631792203480524782;Faramis;Hayabusa;Khufra;Lesley;Yu Zhong
631547845611184388;Alice;Claude;Faramis;Grock;Yi Sun-shin
631364231464311946;Aamon;Brody;Gloo;Kaja;Xavier
631139888142571447;Aamon;Aldous;Atlas;Faramis;Lesley
630894692754608919;Aldous;Hayabusa;Khufra;Melissa;Pharsa
223551709410045505;Change;Faramis;Helcurt;Moskov;Ruby
222823699568470569;Gloo;Kadita;Lancelot;Valentina;Wanwan
222003601333102024;Arlott;Brody;Chou;Lunox;Martis
221379963491787409;Claude;Diggie;Faramis;Fredrinn;Lapu-Lapu
220546039756693096;Claude;Hayabusa;Khufra;Lapu-Lapu;Xavier
219332677135833212;Chou;Edith;Faramis;Fredrinn;Lesley
695138238042654418;Beatrix;Esmeralda;Tigreal;Valentina;Yi Sun-shin
694997251446194303;Chou;Kadita;Martis;Melissa;Yu Zhong
694818065410603463;Claude;Faramis;Franco;Lapu-Lapu;Martis
694566221413265934;Fanny;Faramis;Fredrinn;Khufra;Lesley
694435491198709407;Aamon;Chou;Khufra;Pharsa;Wanwan
262864429833693170;Diggie;Faramis;Ling;Martis;Melissa
262547852089271085;Arlott;Claude;Faramis;Hayabusa;Kaja
262250601697681209;Floryn;Melissa;Pharsa;Terizla;Yin
261548537753540446;Fredrinn;Lancelot;Lesley;Minsitthar;Pharsa
261049411014136497;Benedetta;Faramis;Karrie;Khufra;Martis
260179813280680884;Harith;Kaja;Martis;Melissa;Valentina
259725826647558260;Clint;Faramis;Grock;Paquito;Roger
258929973502575415;Claude;Faramis;Lolita;Valentina;Yu Zhong
258280703296438082;Lapu-Lapu;Lesley;Minotaur;Valentina;Yin
257457057418082958;Arlott;Faramis;Khufra;Lancelot;Moskov
239370894300019460;Arlott;Beatrix;Kaja;Martis;Yve
677814504634054008;Brody;Grock;Gusion;Lancelot;Minsitthar
638383569530646874;Harith;Harley;Minsitthar;Moskov;Terizla
637853209789066079;Freya;Harith;Julian;Kadita;Layla
637520633291466586;Hayabusa;Kadita;Khufra;Martis;Wanwan
637149681261077220;Alice;Faramis;Franco;Martis;Melissa
636714656908565899;Diggie;Kadita;Lapu-Lapu;Lesley;Martis
636404560269793696;Aldous;Alice;Bruno;Gloo;Lapu-Lapu
636073693169177947;Aldous;Balmond;Brody;Johnson;Valentina
635518182099111412;Claude;Edith;Lancelot;Pharsa;Saber
635155008254494925;Beatrix;Fredrinn;Kadita;Minsitthar;Valentina
634769865652159237;Bruno;Clint;Diggie;Valentina;Yu Zhong
634456960104775175;Franco;Harley;Martis;Minsitthar;Wanwan
634196547647682974;Fanny;Franco;Lapu-Lapu;Lesley;Xavier
633977096293692830;Clint;Hayabusa;Lylia;Minotaur;Minsitthar
633677608224141201;Benedetta;Fredrinn;Hanabi;Natalia;Pharsa
630850703699563088;Aamon;Beatrix;Johnson;Kadita;Lapu-Lapu
629873130488284133;Fanny;Jawhead;Kaja;Valentina;Wanwan
226089893348065065;Alice;Brody;Cecilion;Floryn;Harith
706684523178592692;Claude;Gloo;Hayabusa;Kadita;Pharsa
706143331529491120;Brody;Fredrinn;Khufra;Lapu-Lapu;Pharsa
705623490162818082;Beatrix;Chou;Lancelot;Minsitthar;Yve
705255802307573641;Arlott;Brody;Franco;Hayabusa;Valentina
704891400102310652;Fanny;Hanabi;Joy;Minsitthar;Yve
704415930042772774;Akai;Faramis;Gloo;Khufra;Melissa
703757429951915365;Fredrinn;Lancelot;Melissa;Selena;Valentina
703337412215136400;Claude;Faramis;Lancelot;Martis;Yve
702998955907308729;Aamon;Faramis;Joy;Lesley;Lolita
702671511895628034;Joy;Khufra;Lancelot;Moskov;Xavier
695878295267503849;Claude;Gloo;Grock;Gusion;Kadita
695758207981906325;Faramis;Freya;Kaja;Kimmy;Terizla
695641024094200764;Beatrix;Fredrinn;Joy;Khaleed;Paquito
695565737612468145;Freya;Kaja;Ling;Moskov;Pharsa
695491413203409763;Helcurt;Kaja;Melissa;Pharsa;Yu Zhong
695435784786991081;Brody;Chou;Faramis;Martis;Minsitthar
695347093712327256;Arlott;Claude;Khufra;Lancelot;Valentina
695289622754938605;Khufra;Lesley;Martis;Minsitthar;Valentina
695171047297828981;Hayabusa;Kaja;Lancelot;Moskov;Valentina
695047412369244830;Beatrix;Fanny;Kaja;Lapu-Lapu;Pharsa
629740325802658298;Hilda;Jawhead;Melissa;X.Borg;Zhask
629425891246917057;Aamon;Franco;Pharsa;Popol and Kupa;X.Borg
629041818091438144;Atlas;Clint;Joy;Valentina;X.Borg
247592251976593909;Gloo;Jawhead;Lolita;Moskov;Xavier
246933180655087110;Brody;Fredrinn;Khufra;Martis;Valir
246259025408436794;Fredrinn;Lolita;Moskov;Thamuz;Valentina
245115623509861391;Beatrix;Gusion;Hilda;Tigreal;Valir
615440618737639120;Franco;Joy;Karrie;Pharsa;Ruby
614599986263628288;Alucard;Brody;Johnson;Vexana;Zhask
241961837614339129;Faramis;Lancelot;Lapu-Lapu;Moskov;Pharsa
224460558847670451;Franco;Gusion;Kadita;Lapu-Lapu;Lesley
682844499746190341;Aldous;Hanabi;Hayabusa;Minsitthar;Yve
673440058966205053;Fanny;Franco;Gusion;Lapu-Lapu;Melissa
672665556103650663;Beatrix;Lancelot;Martis;Pharsa;Selena
671993896232999218;Grock;Khufra;Lancelot;Lunox;Miya
670983878838768427;Cecilion;Hanabi;Kimmy;Minsitthar;Sun
669990096420916607;Beatrix;Floryn;Joy;Ruby;Vexana
282569387598334033;Alice;Benedetta;Franco;Moskov;Valir
281719258951631844;Aamon;Beatrix;Benedetta;Kaja;Valentina
280988049359421434;Estes;Moskov;Pharsa;Sun;Yi Sun-shin
708685960756613851;Atlas;Hayabusa;Julian;Melissa;Pharsa
708049025696549919;Benedetta;Claude;Julian;Kaja;Valentina
707449035945166470;Aamon;Khufra;Minsitthar;Moskov;Valentina
248668553601104029;Akai;Bane;Natan;Pharsa;Tigreal
247527230466699662;Edith;Julian;Martis;Melissa;Zhask
