BattleId;winpick1;winpick2;winpick3;winpick4;winpick5;losepick1;losepick2;losepick3;losepick4;losepick5
676859995397154916;Franco;Grock;Kagura;Lancelot;Melissa;Alice;Cecilion;Kaja;Karrie;Lapu-Lapu
676206563367706309;Cecilion;Jawhead;Kadita;Martis;Wanwan;Argus;Beatrix;Fanny;Khufra;Xavier
634651608022630702;Cecilion;Grock;Jawhead;Joy;Moskov;Chou;Claude;Paquito;Thamuz;Yve
634332869909658613;Cecilion;Jawhead;Kaja;Karrie;Lapu-Lapu;Brody;Khufra;Roger;Xavier;Yu Zhong
634021373111547509;Hayabusa;Kagura;Khufra;Melissa;Phoveus;Aldous;Cecilion;Ling;Lolita;Moskov
219412258584860894;Aamon;Beatrix;Edith;Gusion;Minsitthar;Brody;Diggie;Jawhead;Kagura;Lapu-Lapu
218399638440449015;Brody;Esmeralda;Kadita;Martis;Xavier;Claude;Jawhead;Lapu-Lapu;Mathilda;Valentina
217453276756512586;Diggie;Jawhead;Lesley;Terizla;Valentina;Beatrix;Hayabusa;Khufra;Martis;Xavier
216636232242891526;Fredrinn;Lesley;Natalia;Silvanna;Yve;Aamon;Alice;Minsitthar;Moskov;Yin
287672964094166307;Arlott;Joy;Moskov;Xavier;Yi Sun-shin;Cecilion;Claude;Franco;Hylos;Nana
284302544343198325;Joy;Khufra;Lylia;Minsitthar;Moskov;Akai;Aldous;Claude;Cyclops;Helcurt
283609839132795822;Claude;Helcurt;Lapu-Lapu;Selena;Valentina;Brody;Edith;Hanzo;Minsitthar;Xavier
658234637789742157;Aldous;Beatrix;Faramis;Julian;Lolita;Diggie;Hanzo;Layla;Minsitthar;Pharsa
620875483240790075;Fredrinn;Lesley;Natalia;Valentina;Vexana;Chou;Claude;Hanzo;Kaja;Yve
620257106734412189;Aldous;Hayabusa;Kadita;Moskov;Vexana;Beatrix;Franco;Jawhead;Paquito;Valentina
619936096583740834;Fanny;Jawhead;Johnson;Moskov;Pharsa;Chou;Franco;Granger;Vexana;Wanwan
619586125468592340;Akai;Hanzo;Lunox;Minsitthar;Miya;Beatrix;Khufra;Lapu-Lapu;Pharsa;Yin
602477252093927437;Brody;Fredrinn;Kadita;Kimmy;Ling;Claude;Franco;Hayabusa;Minsitthar;Vexana
601780591218645508;Akai;Claude;Gloo;Ling;Vale;Karrie;Khufra;Martis;Minotaur;Valentina
600093257481833661;Bane;Brody;Cecilion;Edith;Ling;Esmeralda;Khufra;Martis;Melissa;Vexana
707881685182544535;Akai;Hanabi;Khaleed;Paquito;Zhask;Chou;Estes;Melissa;Yi Sun-shin;Yve
638588104462980295;Beatrix;Chou;Kimmy;Selena;Vexana;Brody;Kadita;Lancelot;Lapu-Lapu;Minsitthar
638113733915070438;Beatrix;Grock;Lancelot;Lapu-Lapu;Vexana;Cecilion;Clint;Edith;Gloo;Yin
637647184502606427;Beatrix;Franco;Hayabusa;Lapu-Lapu;Pharsa;Freya;Khufra;Martis;Miya;Vexana
633464277198314461;Brody;Helcurt;Hilda;Selena;Vexana;Akai;Badang;Gusion;Moskov;Zhask
275904079393068736;Fanny;Hanabi;Minsitthar;Selena;Valentina;Brody;Franco;Khaleed;Martis;Vexana
651014505707127367;Atlas;Bruno;Chou;Fanny;Vexana;Akai;Brody;Terizla;Xavier;Yi Sun-shin
629194658798865018;Lapu-Lapu;Ling;Natalia;Natan;Vexana;Chou;Hanzo;Julian;Khufra;Melissa
628682419524306387;Brody;Hayabusa;Julian;Lolita;Vexana;Khufra;Ling;Terizla;Wanwan;Xavier
659110016548495198;Akai;Bane;Irithel;Natalia;Zhask;Hanzo;Khufra;Minsitthar;Moskov;Vexana
593450257334277012;Angela;Claude;Ling;Martis;Pharsa;Harley;Khufra;Melissa;Minsitthar;Vale
704154035821026954;Hanabi;Helcurt;Jawhead;Khufra;Vexana;Aldous;Atlas;Ling;Valentina;Wanwan
707812785315400152;Edith;Franco;Hayabusa;Pharsa;Wanwan;Cecilion;Diggie;Dyrroth;Ling;Melissa
707152150625797119;Diggie;Edith;Kadita;Ling;Moskov;Claude;Johnson;Khufra;Lancelot;Vale
232438666758439060;Belerick;Gusion;Hilda;Moskov;Pharsa;Atlas;Gord;Lancelot;Martis;Melissa
689433623823366750;Brody;Fredrinn;Grock;Minsitthar;Yve;Balmond;Claude;Gord;Hilda;Silvanna
688638672621515521;Argus;Fanny;Grock;Lesley;Xavier;Claude;Faramis;Gord;Johnson;Yin
688125067547356728;Aldous;Bane;Beatrix;Lunox;Rafaela;Diggie;Julian;Lapu-Lapu;Melissa;Odette
653958920535165475;Edith;Floryn;Fredrinn;Lylia;Melissa;Aamon;Faramis;Karrie;Vale;Yin
264099039655637749;Fanny;Khufra;Martis;Moskov;Nana;Brody;Estes;Fredrinn;Paquito;Pharsa
718753303968742014;Diggie;Harley;Melissa;Selena;Yu Zhong;Atlas;Lancelot;Martis;Natan;Pharsa
635622850450027739;Balmond;Luo Yi;Martis;Melissa;Minotaur;Benedetta;Edith;Fanny;Gord;Kaja
259043979112345556;Brody;Freya;Martis;Minsitthar;Valir;Claude;Gord;Lancelot;Lapu-Lapu;Tigreal
717773510259370332;Cyclops;Fanny;Franco;Lesley;Minsitthar;Balmond;Clint;Gord;Kaja;Lapu-Lapu
717121843461479968;Akai;Claude;Lapu-Lapu;Tigreal;Xavier;Aurora;Benedetta;Brody;Estes;Lancelot
248771525441847872;Arlott;Claude;Freya;Gord;Grock;Diggie;Hayabusa;Layla;Martis;Pharsa
247711123786267833;Claude;Gord;Grock;Harley;Martis;Bruno;Franco;Hayabusa;Thamuz;Xavier
246497262949201507;Barats;Esmeralda;Estes;Melissa;Xavier;Claude;Jawhead;Karina;Martis;Pharsa
245609815331664327;Claude;Gord;Jawhead;Martis;Yin;Aamon;Edith;Estes;Irithel;Lylia
697080263337916793;Brody;Edith;Johnson;Martis;Valentina;Chou;Lapu-Lapu;Lunox;Paquito;Wanwan
607431655781622226;Gord;Julian;Khufra;Valir;Wanwan;Faramis;Hanzo;Luo Yi;Melissa;Xavier
686232000581916569;Atlas;Gloo;Gord;Hayabusa;Natan;Brody;Franco;Khufra;Ling;Lunox
654983871530881597;Aulus;Cecilion;Gloo;Joy;Melissa;Claude;Franco;Harley;Hayabusa;Martis
590642534132414953;Franco;Karrie;Selena;Terizla;Yi Sun-shin;Aamon;Brody;Edith;Grock;Xavier
590106285990671536;Clint;Khufra;Pharsa;Selena;Yi Sun-shin;Beatrix;Franco;Kadita;Lancelot;Lapu-Lapu
589560649050419154;Grock;Kagura;Moskov;Selena;Yi Sun-shin;Beatrix;Hayabusa;Khufra;Minsitthar;Xavier
588595896316520485;Hanzo;Martis;Selena;Wanwan;Xavier;Atlas;Bruno;Harley;Minsitthar;Pharsa
587918326570869573;Fredrinn;Kadita;Melissa;Pharsa;Yi Sun-shin;Beatrix;Lapu-Lapu;Ling;Rafaela;Valentina
587237252131905135;Arlott;Kadita;Lancelot;Moskov;Selena;Claude;Khufra;Martis;Yu Zhong;Yve
586542932013799852;Brody;Chou;Franco;Lunox;Selena;Atlas;Benedetta;Lancelot;Melissa;Xavier
585795581934490810;Clint;Franco;Hayabusa;Lapu-Lapu;Selena;Chou;Esmeralda;Lylia;Martis;Melissa
584580746139847932;Franco;Lancelot;Minsitthar;Selena;Wanwan;Martis;Melissa;Thamuz;Tigreal;Xavier
583894045293725890;Franco;Kaja;Wanwan;Xavier;Yi Sun-shin;Argus;Beatrix;Hayabusa;Minsitthar;Vexana
583043392661013360;Franco;Lunox;Martis;Wanwan;Yi Sun-shin;Beatrix;Kaja;Lancelot;Lapu-Lapu;Xavier
582276895617498752;Esmeralda;Franco;Julian;Martis;Wanwan;Beatrix;Hayabusa;Pharsa;Phoveus;Selena
581567238171179447;Brody;Cyclops;Edith;Hilda;Xavier;Melissa;Selena;Valentina;Yi Sun-shin;Yu Zhong
628722044891143336;Benedetta;Franco;Melissa;Thamuz;Xavier;Brody;Hayabusa;Khufra;Minsitthar;Valentina
627872573374437104;Claude;Franco;Ling;Valentina;X.Borg;Atlas;Cecilion;Chou;Fanny;Melissa
626772580710322167;Brody;Hylos;Selena;Terizla;Xavier;Julian;Lapu-Lapu;Leomord;Moskov;Tigreal
625926437793270366;Beatrix;Eudora;Hayabusa;Martis;Saber;Chou;Khufra;Lesley;Ling;Xavier
623649138758744995;Gloo;Khufra;Lesley;Martis;Xavier;Beatrix;Edith;Lancelot;Selena;Valentina
653130597439166636;Aamon;Esmeralda;Gatotkaca;Layla;Zhask;Brody;Faramis;Gloo;Harley;Johnson
712225585040284717;Freya;Harley;Miya;Odette;Tigreal;Dyrroth;Faramis;Lancelot;Nana;Wanwan
711526037946980007;Cecilion;Claude;Hilda;Jawhead;Tigreal;Atlas;Harley;Valir;Wanwan;Wanwan
710727947124035679;Alice;Cecilion;Harley;Lolita;Wanwan;Chou;Freya;Melissa;Pharsa;Terizla
651122867730884689;Alice;Beatrix;Hilda;Lancelot;Natalia;Alpha;Brody;Cyclops;Johnson;Thamuz
650622860523185023;Claude;Granger;Hylos;Lylia;Sun;Dyrroth;Franco;Harley;Nana;Wanwan
221204909213326894;Cecilion;Joy;Karrie;Lancelot;Minsitthar;Gloo;Grock;Martis;Valir;Wanwan
649603630424103387;Cecilion;Franco;Gloo;Joy;Wanwan;Brody;Granger;Harley;Minsitthar;X.Borg
219886298418877674;Harith;Lolita;Saber;Vexana;Wanwan;Franco;Kagura;Martis;Moskov;Zilong
720553762849787690;Aldous;Clint;Gusion;Nana;Valentina;Atlas;Fredrinn;Kadita;Martis;Wanwan
218437528640522884;Badang;Kadita;Lunox;Martis;Wanwan;Beatrix;Edith;Estes;Fredrinn;Vexana
217724370795857211;Jawhead;Kagura;Martis;Tigreal;Wanwan;Claude;Fanny;Khufra;Terizla;Valentina
253874599425097552;Claude;Franco;Pharsa;Saber;Sun;Brody;Estes;Fredrinn;Grock;Valentina
241092171161770106;Clint;Edith;Franco;Luo Yi;Martis;Chou;Ling;Lolita;Wanwan;Xavier
679452008158696571;Diggie;Edith;Kaja;Nana;Wanwan;Argus;Atlas;Cecilion;Layla;Valentina
679035516590067763;Cecilion;Gloo;Granger;Lolita;Moskov;Alice;Franco;Fredrinn;Pharsa;Wanwan
589494064173870447;Claude;Hayabusa;Kaja;Valentina;Yin;Grock;Kimmy;Lapu-Lapu;Valir;Wanwan
589097874915649904;Aamon;Lesley;Lunox;Martis;Selena;Akai;Badang;Kadita;Valentina;Wanwan
587860653751459124;Grock;Kadita;Kaja;Lesley;Ling;Brody;Cecilion;Joy;Khufra;Lancelot
586967395043169478;Chou;Grock;Martis;Melissa;Xavier;Franco;Fredrinn;Freya;Wanwan;Zhask
586581913138417991;Badang;Cecilion;Martis;Melissa;Ruby;Bruno;Fanny;Grock;Selena;Valentina
585854985628601021;Grock;Minsitthar;Natan;Sun;Xavier;Akai;Lapu-Lapu;Lesley;Pharsa;Yin
585277656124671369;Aulus;Cecilion;Dyrroth;Grock;Lesley;Franco;Freya;Lylia;Minsitthar;Wanwan
244606519562728310;Clint;Kaja;Lapu-Lapu;Xavier;Yi Sun-shin;Franco;Grock;Hanabi;Harley;Vexana
243694483257421478;Aamon;Cecilion;Chou;Floryn;Melissa;Edith;Estes;Hanabi;Natan;Vexana
638053020256950815;Edith;Estes;Hanabi;Karrie;Nana;Arlott;Brody;Faramis;Kadita;Minsitthar
637332754241410408;Cecilion;Edith;Grock;Hanabi;Karrie;Chou;Claude;Lolita;Martis;Valentina
239124320226728773;Brody;Franco;Hanzo;Harley;Lapu-Lapu;Akai;Claude;Grock;Sun;Vexana
238354778051401470;Alice;Brody;Estes;Terizla;Vexana;Atlas;Edith;Fanny;Hanabi;Valentina
250447791049109899;Atlas;Edith;Kadita;Moskov;Saber;Faramis;Harley;Hilda;Karrie;Khaleed
249798486483233949;Atlas;Grock;Lancelot;Pharsa;Popol and Kupa;Edith;Floryn;Lesley;Ling;Valentina
679033463597303109;Claude;Edith;Fanny;Xavier;Yin;Hayabusa;Khufra;Melissa;Paquito;Pharsa
678679476687732938;Badang;Clint;Edith;Fanny;Valentina;Brody;Faramis;Hayabusa;Khufra;Martis
237592820789145055;Aldous;Joy;Kaja;Moskov;Pharsa;Franco;Karrie;Lapu-Lapu;Ling;Valentina
236920112946473106;Esmeralda;Faramis;Guinevere;Khufra;Moskov;Hayabusa;Lapu-Lapu;Lesley;Ruby;Yve
236326638660477883;Cecilion;Dyrroth;Fanny;Khufra;Lesley;Brody;Faramis;Gloo;Kadita;Martis
235479610980162725;Chou;Fanny;Kaja;Lesley;Valentina;Bruno;Faramis;Grock;Khufra;Ling
234489131392160770;Atlas;Claude;Joy;Terizla;Valentina;Arlott;Franco;Hayabusa;Karrie;Pharsa
233631641171512326;Akai;Bruno;Faramis;Lapu-Lapu;Valentina;Fanny;Franco;Fredrinn;Valir;Wanwan
232972299267065184;Franco;Guinevere;Harley;Hayabusa;Karrie;Benedetta;Fanny;Faramis;Lesley;Valentina
232441312460259202;Harith;Khufra;Wanwan;Xavier;Yu Zhong;Fanny;Franco;Lapu-Lapu;Lesley;Lunox
231867693808072802;Fanny;Franco;Lesley;Minsitthar;Yve;Brody;Khufra;Lapu-Lapu;Martis;Xavier
231208798580223579;Akai;Brody;Franco;Freya;Valentina;Angela;Fanny;Joy;Julian;Lesley
230935033069807896;Fanny;Julian;Lesley;Lolita;Thamuz;Grock;Khufra;Moskov;Paquito;Valentina
230748133272954082;Fanny;Julian;Khufra;Lesley;Paquito;Beatrix;Gloo;Ling;Ruby;Valentina
627427902527450004;Alice;Fanny;Kadita;Ruby;Wanwan;Brody;Harley;Julian;Khaleed;Khufra
626878975642248979;Fanny;Harith;Karrie;Khufra;Yve;Franco;Gloo;Lancelot;Moskov;Valentina
626091403194212588;Arlott;Lancelot;Lolita;Moskov;Xavier;Alice;Kadita;Ling;Luo Yi;Wanwan
625494699092810865;Beatrix;Edith;Faramis;Lolita;Martis;Fanny;Khufra;Lapu-Lapu;Valentina;Wanwan
624711344302659262;Badang;Fanny;Johnson;Karrie;Yve;Faramis;Franco;Gloo;Hayabusa;Moskov
217439790559203128;Karina;Masha;Minsitthar;Moskov;Pharsa;Aldous;Fanny;Franco;Valentina;Wanwan
283273934035723081;Beatrix;Gloo;Gusion;Helcurt;Lolita;Hayabusa;Karrie;Lapu-Lapu;Minsitthar;Pharsa
282700899499089683;Fanny;Gloo;Kadita;Lesley;Pharsa;Kaja;Lancelot;Minsitthar;Moskov;Valentina
280982719307157479;Fanny;Kadita;Lesley;Pharsa;Yu Zhong;Julian;Karrie;Khufra;Ling;Valentina
280377515465476524;Fanny;Joy;Karrie;Khufra;Pharsa;Dyrroth;Kadita;Kaja;Lesley;Ling
596877048531878568;Brody;Faramis;Franco;Lancelot;Lapu-Lapu;Fanny;Grock;Lesley;Ruby;Valentina
596380490182917301;Badang;Fanny;Khufra;Lesley;Pharsa;Akai;Alice;Arlott;Floryn;Moskov
594078177258856776;Atlas;Fanny;Faramis;Fredrinn;Lesley;Akai;Arlott;Khufra;Layla;Valentina
593630478457855056;Benedetta;Fanny;Faramis;Grock;Lesley;Khufra;Lapu-Lapu;Ling;Moskov;Pharsa
593194831335085947;Fanny;Khufra;Lapu-Lapu;Lesley;Yve;Brody;Freya;Hayabusa;Kaja;Valentina
273265212832041945;Arlott;Hayabusa;Khufra;Lesley;Yve;Aamon;Hanabi;Kaja;Lapu-Lapu;Valentina
272589644541150870;Fanny;Gloo;Layla;Lesley;Yve;Beatrix;Eudora;Franco;Martis;Minsitthar
270956736629913935;Fanny;Lapu-Lapu;Lesley;Lolita;Valentina;Faramis;Julian;Khufra;Lancelot;Moskov
270299752662512527;Fredrinn;Hayabusa;Khufra;Lesley;Pharsa;Beatrix;Diggie;Faramis;Gloo;Hanzo
269811475010498342;Edith;Fanny;Lesley;Martis;Yve;Akai;Beatrix;Franco;Joy;Kadita
269249989640923634;Bane;Fanny;Kaja;Lesley;Yve;Arlott;Khufra;Kimmy;Moskov;Pharsa
268518801523548904;Esmeralda;Fanny;Faramis;Lesley;Saber;Freya;Joy;Khufra;Moskov;Zhask
267901335550237847;Alice;Fanny;Khufra;Lesley;Valentina;Beatrix;Faramis;Gloo;Kaja;Yi Sun-shin
267504175629408336;Cecilion;Fanny;Lesley;Minotaur;Saber;Aamon;Brody;Joy;Kagura;Khufra
266952895102128610;Diggie;Fanny;Lapu-Lapu;Lesley;Yve;Arlott;Brody;Joy;Lunox;Minsitthar
266601893194829165;Fanny;Khufra;Lesley;Minsitthar;Pharsa;Alucard;Franco;Moskov;Valentina;Yin
254424050295935981;Aamon;Khufra;Lapu-Lapu;Melissa;Xavier;Balmond;Claude;Franco;Valentina;Yu Zhong
254124566521350890;Fredrinn;Grock;Lesley;Valentina;Yu Zhong;Brody;Kagura;Khufra;Lapu-Lapu;Martis
253765039103967434;Claude;Diggie;Fanny;Terizla;Valentina;Beatrix;Kadita;Luo Yi;Martis;Minsitthar
253662522529578480;Edith;Lancelot;Lolita;Melissa;Yve;Cecilion;Granger;Hanabi;Khufra;Lapu-Lapu
253262218692686471;Aldous;Khufra;Lancelot;Natan;Valentina;Lapu-Lapu;Layla;Paquito;Selena;Xavier
252996639389936330;Aamon;Badang;Khufra;Layla;Nana;Beatrix;Diggie;Hayabusa;Xavier;Yu Zhong
251375873351241668;Brody;Kadita;Khufra;Martis;Minsitthar;Akai;Claude;Lapu-Lapu;Rafaela;Valentina
250834424004102629;Atlas;Hayabusa;Melissa;Valir;Yu Zhong;Carmilla;Fanny;Franco;Moskov;Xavier
699215544984015595;Change;Fredrinn;Melissa;Selena;Yu Zhong;Franco;Hanabi;Kaja;Martis;Valentina
698276622183435654;Beatrix;Gloo;Khufra;Vale;Zilong;Atlas;Badang;Claude;Natan;Pharsa
697244361153578746;Claude;Faramis;Hayabusa;Ruby;Yu Zhong;Beatrix;Hanzo;Kaja;Pharsa;Roger
696603646522294877;Diggie;Hanabi;Luo Yi;Martis;Saber;Esmeralda;Fanny;Miya;Popol and Kupa;Valentina
695909287749483738;Estes;Joy;Kimmy;Melissa;Valentina;Franco;Gord;Jawhead;Minsitthar;Wanwan
695469611947391218;Aamon;Aldous;Angela;Lapu-Lapu;Popol and Kupa;Lolita;Lunox;Melissa;Natan;Yu Zhong
694858867597898436;Cecilion;Johnson;Martis;Miya;Yu Zhong;Brody;Julian;Minsitthar;Valentina;X.Borg
233575385687902984;Claude;Estes;Gusion;Pharsa;Yu Zhong;Alpha;Faramis;Franco;Jawhead;Karrie
220824461009693324;Brody;Cecilion;Edith;Hilda;Kimmy;Aamon;Franco;Valentina;Wanwan;Yin
220566312000365404;Kagura;Lancelot;Melissa;Minotaur;Yu Zhong;Benedetta;Franco;Irithel;Natan;Valentina
220424268841951023;Atlas;Brody;Gloo;Ling;Yve;Chou;Clint;Yi Sun-shin;Yin;Zhask
678751997208500777;Brody;Hilda;Julian;Lapu-Lapu;Xavier;Franco;Lylia;Martis;Melissa;Yu Zhong
598538170083284850;Fredrinn;Kadita;Lesley;Minsitthar;Pharsa;Claude;Grock;Khufra;Martis;Yve
598103051241493094;Beatrix;Gloo;Hayabusa;Khufra;Pharsa;Aamon;Lunox;Melissa;Selena;Yu Zhong
597302430682810309;Brody;Chou;Fredrinn;Joy;Valentina;Gloo;Gusion;Hayabusa;Moskov;Natalia
596829726582211094;Akai;Gloo;Melissa;Minotaur;Pharsa;Claude;Faramis;Fredrinn;Martis;Natalia
278134554694480993;Claude;Fredrinn;Kaja;Ling;Valentina;Beatrix;Gloo;Khufra;Martis;Xavier
277768623480860935;Angela;Gloo;Ling;Moskov;Valentina;Argus;Beatrix;Faramis;Franco;Hayabusa
275766971152424905;Fredrinn;Grock;Hayabusa;Valentina;Wanwan;Faramis;Hanzo;Kaja;Lapu-Lapu;Moskov
275265838663293878;Akai;Arlott;Kadita;Melissa;Yve;Beatrix;Gloo;Hayabusa;Kaja;Pharsa
700066017230141987;Fredrinn;Gloo;Karrie;Rafaela;Yve;Alice;Atlas;Lapu-Lapu;Lunox;Melissa
577591305342969698;Bane;Beatrix;Kaja;Lapu-Lapu;Xavier;Chou;Edith;Fredrinn;Valentina;Wanwan
677153092555369625;Faramis;Gloo;Grock;Harith;Karrie;Arlott;Joy;Khufra;Moskov;Yve
676597800528635025;Brody;Gloo;Khufra;Ling;Yve;Chou;Grock;Irithel;Julian;Lancelot
676160521318293011;Brody;Dyrroth;Hayabusa;Kaja;Valentina;Beatrix;Fredrinn;Joy;Khufra;Pharsa
675841920644274468;Hayabusa;Kaja;Minsitthar;Moskov;Pharsa;Claude;Hanzo;Lapu-Lapu;Lunox;Tigreal
675621047656109469;Claude;Franco;Gloo;Ling;Valentina;Alice;Khufra;Lancelot;Pharsa;Wanwan
658609137463118073;Khufra;Ling;Melissa;Pharsa;Yu Zhong;Claude;Julian;Kaja;Minsitthar;Xavier
657955275936940249;Claude;Fanny;Gloo;Khufra;Pharsa;Alice;Fredrinn;Kaja;Lylia;Melissa
657443165511400128;Fredrinn;Joy;Kaja;Melissa;Yve;Akai;Arlott;Beatrix;Franco;Lunox
653395927634053085;Gloo;Hayabusa;Melissa;Natalia;Pharsa;Claude;Harley;Khufra;Terizla;Xavier
246409177467073470;Estes;Hanabi;Joy;Lapu-Lapu;Valentina;Aamon;Brody;Faramis;Terizla;Yve
244204351710699580;Franco;Hanabi;Martis;Paquito;Valentina;Claude;Edith;Fanny;Lolita;Xavier
680724516775795315;Bruno;Gloo;Harley;Lancelot;Lolita;Franco;Grock;Hanabi;Martis;Valentina
241826765189811499;Bane;Chou;Hanabi;Joy;Khufra;Badang;Benedetta;Karrie;Selena;Xavier
240603253561230352;Dyrroth;Fredrinn;Minotaur;Moskov;Valir;Benedetta;Franco;Hanabi;Joy;Valentina
239763750663618023;Claude;Lancelot;Lolita;Paquito;Pharsa;Aamon;Beatrix;Franco;Kadita;Yu Zhong
239017736319137901;Angela;Arlott;Luo Yi;Popol and Kupa;Ruby;Brody;Estes;Kadita;Lancelot;Terizla
632004336210243347;Gloo;Hanabi;Hanzo;Kadita;Kaja;Cecilion;Dyrroth;Fredrinn;Johnson;Lesley
672237154592713216;Kaja;Lancelot;Moskov;Pharsa;Yu Zhong;Hanabi;Lapu-Lapu;Ling;Tigreal;Xavier
672088278141330599;Atlas;Hanabi;Kadita;Lancelot;Lapu-Lapu;Brody;Franco;Harley;Vexana;Yu Zhong
631115900750223164;Alice;Edith;Estes;Gloo;Hanabi;Claude;Dyrroth;Franco;Luo Yi;Roger
630807333119807885;Alice;Estes;Gloo;Hanabi;Uranus;Benedetta;Claude;Lancelot;Minsitthar;Xavier
630447947436346301;Estes;Fredrinn;Gloo;Hanabi;Xavier;Alpha;Atlas;Baxia;Karrie;Luo Yi
226847641543198141;Aamon;Arlott;Franco;Hanabi;Kagura;Estes;Helcurt;Irithel;Lapu-Lapu;Lylia
225892208888331677;Estes;Grock;Ling;Moskov;Xavier;Atlas;Faramis;Hanabi;Lapu-Lapu;Martis
225187585143683203;Cecilion;Estes;Hanabi;Martis;Yi Sun-shin;Brody;Franco;Lancelot;Leomord;Luo Yi
669038035317371570;Estes;Kaja;Lylia;Terizla;Wanwan;Dyrroth;Fanny;Kadita;Karrie;Pharsa
668462075908009266;Claude;Franco;Helcurt;Kimmy;Terizla;Cecilion;Estes;Hanabi;Harley;Minsitthar
667902836806330430;Atlas;Fanny;Harith;Minsitthar;Vale;Aamon;Lesley;Lolita;Martis;Yve
282767488671865828;Khufra;Ling;Valentina;Wanwan;Yu Zhong;Brody;Chou;Franco;Saber;Xavier
282162302010054258;Argus;Arlott;Miya;Phoveus;Saber;Alucard;Edith;Hanabi;Minsitthar;Nana
706251723618871689;Cyclops;Johnson;Kaja;Lesley;Yi Sun-shin;Franco;Joy;Moskov;Pharsa;Saber
230528441400625007;Chou;Hanzo;Julian;Melissa;Yve;Beatrix;Franco;Pharsa;Saber;Yu Zhong
230257145496404651;Badang;Brody;Diggie;Harley;Valentina;Franco;Irithel;Minsitthar;Pharsa;Saber
285742110006469163;Aamon;Bane;Kaja;Lesley;Yve;Khufra;Martis;Minsitthar;Moskov;Nana
639389416511396920;Claude;Lolita;Minsitthar;Saber;Xavier;Clint;Khufra;Martis;Valentina;X.Borg
262978109027758739;Hayabusa;Kaja;Minsitthar;Miya;Yve;Atlas;Melissa;Pharsa;Saber;Terizla
252046266208170133;Aulus;Lesley;Lolita;Terizla;Xavier;Beatrix;Faramis;Jawhead;Khufra;Saber
613438987885683736;Change;Estes;Melissa;Saber;Yu Zhong;Beatrix;Faramis;Grock;Ling;Yve
612607271763779225;Argus;Harith;Kaja;Saber;Valentina;Brody;Khufra;Lancelot;Lapu-Lapu;Pharsa
239638814359609242;Beatrix;Franco;Grock;Martis;Xavier;Arlott;Joy;Khufra;Saber;Valentina
239090514539633460;Hanzo;Kadita;Lesley;Natalia;Saber;Aldous;Beatrix;Gusion;Kaja;Roger
238498998758725279;Fanny;Kagura;Melissa;Minsitthar;Yu Zhong;Brody;Franco;Saber;Valentina;Yi Sun-shin
237683762426335359;Arlott;Brody;Chou;Saber;Xavier;Beatrix;Cyclops;Khufra;Lapu-Lapu;Pharsa
651980267758341132;Chou;Claude;Hanzo;Lolita;Pharsa;Brody;Gloo;Gusion;Johnson;Saber
714914419251633399;Atlas;Esmeralda;Melissa;Pharsa;Saber;Bane;Granger;Kagura;Khufra;Layla
699720998211788283;Hanabi;Kaja;Lapu-Lapu;Nana;Saber;Chou;Fanny;Franco;Julian;Melissa
264509393718139344;Freya;Joy;Lesley;Lolita;Xavier;Edith;Khufra;Melissa;Pharsa;Xavier
264406284438262921;Brody;Faramis;Floryn;Freya;Hayabusa;Aamon;Arlott;Kadita;Lapu-Lapu;Wanwan
264294623878500090;Grock;Hayabusa;Kadita;Valentina;Wanwan;Franco;Helcurt;Lapu-Lapu;Melissa;Xavier
264148539155859582;Edith;Julian;Martis;Melissa;Xavier;Arlott;Claude;Khufra;Ling;Pharsa
263970298013073845;Alice;Hayabusa;Kaja;Melissa;Xavier;Beatrix;Franco;Harith;Ling;Pharsa
263771703020272491;Dyrroth;Kaja;Karrie;Lancelot;Xavier;Beatrix;Chou;Granger;Kagura;Khaleed
263464346570634102;Claude;Joy;Lapu-Lapu;Rafaela;Xavier;Bruno;Diggie;Fanny;Terizla;Yve
263134707830664352;Chou;Claude;Lancelot;Martis;Xavier;Gloo;Hayabusa;Minsitthar;Pharsa;Wanwan
262857751159547862;Claude;Grock;Lapu-Lapu;Xavier;Yi Sun-shin;Cecilion;Fredrinn;Khufra;Ling;Melissa
262530358687474415;Claude;Kaja;Ling;Xavier;Yu Zhong;Alice;Chou;Karrie;Valentina;Yi Sun-shin
262181774846762591;Arlott;Claude;Selena;Xavier;Yi Sun-shin;Chou;Lesley;Ling;Valentina;Yin
693205279421143090;Hayabusa;Lesley;Minsitthar;Thamuz;Valentina;Chou;Fanny;Karrie;Khufra;Xavier
692718243014676971;Karrie;Khufra;Lancelot;Lapu-Lapu;Valentina;Chou;Claude;Fanny;Terizla;Xavier
692132821792361317;Brody;Fanny;Khufra;X.Borg;Xavier;Benedetta;Claude;Franco;Nana;Yi Sun-shin
691486412034442482;Franco;Hayabusa;Lapu-Lapu;Lesley;Xavier;Clint;Fanny;Khufra;Minsitthar;Pharsa
690959273518333983;Atlas;Chou;Fanny;Melissa;Xavier;Akai;Clint;Diggie;Pharsa;Yu Zhong
690367165031938832;Brody;Fanny;Franco;Freya;Xavier;Khufra;Martis;Moskov;Paquito;Valentina
689498391932204062;Angela;Brody;Gloo;Ling;Lunox;Beatrix;Fanny;Khufra;Martis;Xavier
688944233776836583;Atlas;Brody;Freya;Gusion;Julian;Fanny;Gloo;Kaja;Wanwan;Xavier
